,first,second
536,You can be quite the person to live with or to be around because your standards for yourself and others are so high.,Your senses and emotions are quite strong.
537,You can be quite the person to live with or to be around because your standards for yourself and others are so high.,it would be wise for you to listen to your intuitive side as you can be quite psychic.
538,You can be quite the person to live with or to be around because your standards for yourself and others are so high.,You are very tenacious.
539,You can be quite the person to live with or to be around because your standards for yourself and others are so high.,you do not give up or let go of things or people easily.
540,You can be quite the person to live with or to be around because your standards for yourself and others are so high.,Your mother is/was a strong influence for good or ill in your life.
541,You can be quite the person to live with or to be around because your standards for yourself and others are so high.,You are basically an introvert.
542,You can be quite the person to live with or to be around because your standards for yourself and others are so high.,You will do whatever it takes to protect and defend your family or loved ones.
543,You can be quite the person to live with or to be around because your standards for yourself and others are so high.,You tend to be a pack-rat because everything has an emotional memory behind it.
544,You can be quite the person to live with or to be around because your standards for yourself and others are so high.,you find security in all those memories.
545,You can be quite the person to live with or to be around because your standards for yourself and others are so high.,Nothing or no one is ever gone if they leave their memory behind.
546,You can be quite the person to live with or to be around because your standards for yourself and others are so high.,"Thus, you can become quite possessive."
547,You can be quite the person to live with or to be around because your standards for yourself and others are so high.,"You have the memory of an elephant, but you must learn to forgive and forget past hurts."
548,You can be quite the person to live with or to be around because your standards for yourself and others are so high.,"If you have Mercury in Gemini, you have an extremely adaptable, energetic, active, alert, curious, and versatile mind."
549,You can be quite the person to live with or to be around because your standards for yourself and others are so high.,"You seek knowledge, either through reading or conversation, or through travel and talking with the new people you constantly meet."
550,You can be quite the person to live with or to be around because your standards for yourself and others are so high.,You have so much nervous energy that this can sometimes cause great stress which must find an appropriate release.
551,You can be quite the person to live with or to be around because your standards for yourself and others are so high.,Exercise is a good way to release this tension.
552,You can be quite the person to live with or to be around because your standards for yourself and others are so high.,"You are clever, witty, and always have a joke or comeback ready for any situation."
553,You can be quite the person to live with or to be around because your standards for yourself and others are so high.,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.
554,You can be quite the person to live with or to be around because your standards for yourself and others are so high.,You are quick to grasp new concepts.
555,You can be quite the person to live with or to be around because your standards for yourself and others are so high.,You are equally quick to lose interest in an idea or project once your curiosity has been satisfied.
556,You can be quite the person to live with or to be around because your standards for yourself and others are so high.,You like to taste a little bit of everything.
557,You can be quite the person to live with or to be around because your standards for yourself and others are so high.,concentration and disciplined study are not your strong points.
558,You can be quite the person to live with or to be around because your standards for yourself and others are so high.,You are handy with your hands.
559,You can be quite the person to live with or to be around because your standards for yourself and others are so high.,You may be ambidextrous or mechanically inclined.
560,You can be quite the person to live with or to be around because your standards for yourself and others are so high.,Debate and argument appeal to you.
561,You can be quite the person to live with or to be around because your standards for yourself and others are so high.,There is a tendency to scratch the surface with the things that strike your interest without learning anything very deeply.
562,You can be quite the person to live with or to be around because your standards for yourself and others are so high.,"This is the jack-of-all-trades, master-of-none position."
563,You can be quite the person to live with or to be around because your standards for yourself and others are so high.,"There is danger, then, of superficiality."
564,You can be quite the person to live with or to be around because your standards for yourself and others are so high.,"Control of thought, word, and action is necessary in order to be successful."
565,You can be quite the person to live with or to be around because your standards for yourself and others are so high.,"Find your focus, stay with it and develop perseverance."
566,You can be quite the person to live with or to be around because your standards for yourself and others are so high.,"Journalism, speaking, teaching, sales, advertising, or writing may appeal to you."
567,You can be quite the person to live with or to be around because your standards for yourself and others are so high.,"Mentally restless, you may change jobs or locations frequently, or do work that involves movement, travel, and variety."
568,You can be quite the person to live with or to be around because your standards for yourself and others are so high.,You grasp concepts easily.
569,You can be quite the person to live with or to be around because your standards for yourself and others are so high.,You may become impatient with those who do n't learn as quickly.
570,You can be quite the person to live with or to be around because your standards for yourself and others are so high.,"If you have Venus in Taurus, in love affairs you are generally loyal, especially if your partner is demonstrative and affectionate."
571,You can be quite the person to live with or to be around because your standards for yourself and others are so high.,"If you have Venus in Taurus, in love affairs you are generally steady, especially if your partner is demonstrative and affectionate."
572,You can be quite the person to live with or to be around because your standards for yourself and others are so high.,You are oriented towards the sensual side of life in everything you do.
573,You can be quite the person to live with or to be around because your standards for yourself and others are so high.,it may show through too much weight.
574,You can be quite the person to live with or to be around because your standards for yourself and others are so high.,You are tremendously responsive to beauty.
575,You can be quite the person to live with or to be around because your standards for yourself and others are so high.,You are tremendously responsive to physical appearances.
576,You can be quite the person to live with or to be around because your standards for yourself and others are so high.,the physical attractiveness of your partner is very important to you.
577,You can be quite the person to live with or to be around because your standards for yourself and others are so high.,You enjoy indulging yourself.
578,You can be quite the person to live with or to be around because your standards for yourself and others are so high.,You enjoy indulging the ones you love.
579,You can be quite the person to live with or to be around because your standards for yourself and others are so high.,it is too easy for you to be extravagant.
580,You can be quite the person to live with or to be around because your standards for yourself and others are so high.,it is too easy for you to put too much value in material things.
581,You can be quite the person to live with or to be around because your standards for yourself and others are so high.,Comfort is important to you.
582,You can be quite the person to live with or to be around because your standards for yourself and others are so high.,you hate getting your hands dirty.
583,You can be quite the person to live with or to be around because your standards for yourself and others are so high.,"At times you can be lazy, hoping or expecting someone else to do the dirty work."
584,You can be quite the person to live with or to be around because your standards for yourself and others are so high.,"Self-control needs to be developed and added to the qualifications you already possess -warmth, charm, sympathy, artistic."
585,You can be quite the person to live with or to be around because your standards for yourself and others are so high.,"Guard against possessiveness, jealousy, and taking the easy way out in your relationships."
586,You can be quite the person to live with or to be around because your standards for yourself and others are so high.,You aim to please in practical ways.
587,You can be quite the person to live with or to be around because your standards for yourself and others are so high.,You aim to please in earthy ways.
588,"At times others can never be ""good"" enough to meet those high standards.",Finding fault with what's wrong with things is your forte.
589,"At times others can never be ""good"" enough to meet those high standards.","Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do."
590,"At times others can never be ""good"" enough to meet those high standards.",Pessimism and being too self-critical are two faults you should try to improve upon.
591,"At times others can never be ""good"" enough to meet those high standards.","You may tend to worry too much, especially about the small stuff, the little details."
592,"At times others can never be ""good"" enough to meet those high standards.",Too much worry can lead to health problems.
593,"At times others can never be ""good"" enough to meet those high standards.",You need to learn to digest every experience.
594,"At times others can never be ""good"" enough to meet those high standards.","You need to learn to assimilate it without bitterness, regret, spite or resentment."
595,"At times others can never be ""good"" enough to meet those high standards.",You need to get rid of any negativity that stems from a feeling of inadequacy.
596,"At times others can never be ""good"" enough to meet those high standards.","You tend to look younger than you really are, no matter what your age."
597,"At times others can never be ""good"" enough to meet those high standards.",You are very restless.
598,"At times others can never be ""good"" enough to meet those high standards.",You are very nervous.
599,"At times others can never be ""good"" enough to meet those high standards.",you seldom have much weight on you.
600,"At times others can never be ""good"" enough to meet those high standards.",At times you can be very indecisive.
601,"At times others can never be ""good"" enough to meet those high standards.",At times you can be very unsure.
602,"At times others can never be ""good"" enough to meet those high standards.","If you have the Moon in Cancer, you very easily respond to the emotional environment in which you are placed."
603,"At times others can never be ""good"" enough to meet those high standards.",You soak up feelings like a sponge.
604,"At times others can never be ""good"" enough to meet those high standards.","Perhaps this is why you so easily become moody, irritable and inconstant in thought and feeling."
605,"At times others can never be ""good"" enough to meet those high standards.","Learning to control your own moods may be very difficult, yet necessary, for you."
606,"At times others can never be ""good"" enough to meet those high standards.",Your greatest need is to nurture and mother someone or ones.
607,"At times others can never be ""good"" enough to meet those high standards.",You often appear irrational to others because you can't always explain the reason or source of your feelings.
608,"At times others can never be ""good"" enough to meet those high standards.",Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.
609,"At times others can never be ""good"" enough to meet those high standards.",You are also very sympathetic and understand the unspoken feelings and needs of others.
610,"At times others can never be ""good"" enough to meet those high standards.",You take slights very personally.
611,"At times others can never be ""good"" enough to meet those high standards.","though you may forgive a mistake by a friend or loved one , you never forget it."
612,"At times others can never be ""good"" enough to meet those high standards.",Security is very important to you.
613,"At times others can never be ""good"" enough to meet those high standards.",you look for it in home.
614,"At times others can never be ""good"" enough to meet those high standards.",you look for it in family.
615,"At times others can never be ""good"" enough to meet those high standards.",you look for it in life.
616,"At times others can never be ""good"" enough to meet those high standards.",Your senses and emotions are quite strong.
617,"At times others can never be ""good"" enough to meet those high standards.",it would be wise for you to listen to your intuitive side as you can be quite psychic.
618,"At times others can never be ""good"" enough to meet those high standards.",You are very tenacious.
619,"At times others can never be ""good"" enough to meet those high standards.",you do not give up or let go of things or people easily.
620,"At times others can never be ""good"" enough to meet those high standards.",Your mother is/was a strong influence for good or ill in your life.
621,"At times others can never be ""good"" enough to meet those high standards.",You are basically an introvert.
622,"At times others can never be ""good"" enough to meet those high standards.",You will do whatever it takes to protect and defend your family or loved ones.
623,"At times others can never be ""good"" enough to meet those high standards.",You tend to be a pack-rat because everything has an emotional memory behind it.
624,"At times others can never be ""good"" enough to meet those high standards.",you find security in all those memories.
625,"At times others can never be ""good"" enough to meet those high standards.",Nothing or no one is ever gone if they leave their memory behind.
626,"At times others can never be ""good"" enough to meet those high standards.","Thus, you can become quite possessive."
627,"At times others can never be ""good"" enough to meet those high standards.","You have the memory of an elephant, but you must learn to forgive and forget past hurts."
628,"At times others can never be ""good"" enough to meet those high standards.","If you have Mercury in Gemini, you have an extremely adaptable, energetic, active, alert, curious, and versatile mind."
629,"At times others can never be ""good"" enough to meet those high standards.","You seek knowledge, either through reading or conversation, or through travel and talking with the new people you constantly meet."
630,"At times others can never be ""good"" enough to meet those high standards.",You have so much nervous energy that this can sometimes cause great stress which must find an appropriate release.
631,"At times others can never be ""good"" enough to meet those high standards.",Exercise is a good way to release this tension.
632,"At times others can never be ""good"" enough to meet those high standards.","You are clever, witty, and always have a joke or comeback ready for any situation."
633,"At times others can never be ""good"" enough to meet those high standards.",You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.
634,"At times others can never be ""good"" enough to meet those high standards.",You are quick to grasp new concepts.
635,"At times others can never be ""good"" enough to meet those high standards.",You are equally quick to lose interest in an idea or project once your curiosity has been satisfied.
636,"At times others can never be ""good"" enough to meet those high standards.",You like to taste a little bit of everything.
637,"At times others can never be ""good"" enough to meet those high standards.",concentration and disciplined study are not your strong points.
638,"At times others can never be ""good"" enough to meet those high standards.",You are handy with your hands.
639,"At times others can never be ""good"" enough to meet those high standards.",You may be ambidextrous or mechanically inclined.
640,"At times others can never be ""good"" enough to meet those high standards.",Debate and argument appeal to you.
641,"At times others can never be ""good"" enough to meet those high standards.",There is a tendency to scratch the surface with the things that strike your interest without learning anything very deeply.
642,"At times others can never be ""good"" enough to meet those high standards.","This is the jack-of-all-trades, master-of-none position."
643,"At times others can never be ""good"" enough to meet those high standards.","There is danger, then, of superficiality."
644,"At times others can never be ""good"" enough to meet those high standards.","Control of thought, word, and action is necessary in order to be successful."
645,"At times others can never be ""good"" enough to meet those high standards.","Find your focus, stay with it and develop perseverance."
646,"At times others can never be ""good"" enough to meet those high standards.","Journalism, speaking, teaching, sales, advertising, or writing may appeal to you."
647,"At times others can never be ""good"" enough to meet those high standards.","Mentally restless, you may change jobs or locations frequently, or do work that involves movement, travel, and variety."
648,"At times others can never be ""good"" enough to meet those high standards.",You grasp concepts easily.
649,"At times others can never be ""good"" enough to meet those high standards.",You may become impatient with those who do n't learn as quickly.
650,"At times others can never be ""good"" enough to meet those high standards.","If you have Venus in Taurus, in love affairs you are generally loyal, especially if your partner is demonstrative and affectionate."
651,"At times others can never be ""good"" enough to meet those high standards.","If you have Venus in Taurus, in love affairs you are generally steady, especially if your partner is demonstrative and affectionate."
652,"At times others can never be ""good"" enough to meet those high standards.",You are oriented towards the sensual side of life in everything you do.
653,"At times others can never be ""good"" enough to meet those high standards.",it may show through too much weight.
654,"At times others can never be ""good"" enough to meet those high standards.",You are tremendously responsive to beauty.
655,"At times others can never be ""good"" enough to meet those high standards.",You are tremendously responsive to physical appearances.
656,"At times others can never be ""good"" enough to meet those high standards.",the physical attractiveness of your partner is very important to you.
657,"At times others can never be ""good"" enough to meet those high standards.",You enjoy indulging yourself.
658,"At times others can never be ""good"" enough to meet those high standards.",You enjoy indulging the ones you love.
659,"At times others can never be ""good"" enough to meet those high standards.",it is too easy for you to be extravagant.
660,"At times others can never be ""good"" enough to meet those high standards.",it is too easy for you to put too much value in material things.
661,"At times others can never be ""good"" enough to meet those high standards.",Comfort is important to you.
662,"At times others can never be ""good"" enough to meet those high standards.",you hate getting your hands dirty.
663,"At times others can never be ""good"" enough to meet those high standards.","At times you can be lazy, hoping or expecting someone else to do the dirty work."
664,"At times others can never be ""good"" enough to meet those high standards.","Self-control needs to be developed and added to the qualifications you already possess -warmth, charm, sympathy, artistic."
665,"At times others can never be ""good"" enough to meet those high standards.","Guard against possessiveness, jealousy, and taking the easy way out in your relationships."
666,"At times others can never be ""good"" enough to meet those high standards.",You aim to please in practical ways.
667,"At times others can never be ""good"" enough to meet those high standards.",You aim to please in earthy ways.
668,Finding fault with what's wrong with things is your forte.,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do."
669,Finding fault with what's wrong with things is your forte.,Pessimism and being too self-critical are two faults you should try to improve upon.
670,Finding fault with what's wrong with things is your forte.,"You may tend to worry too much, especially about the small stuff, the little details."
671,Finding fault with what's wrong with things is your forte.,Too much worry can lead to health problems.
672,Finding fault with what's wrong with things is your forte.,You need to learn to digest every experience.
673,Finding fault with what's wrong with things is your forte.,"You need to learn to assimilate it without bitterness, regret, spite or resentment."
674,Finding fault with what's wrong with things is your forte.,You need to get rid of any negativity that stems from a feeling of inadequacy.
675,Finding fault with what's wrong with things is your forte.,"You tend to look younger than you really are, no matter what your age."
676,Finding fault with what's wrong with things is your forte.,You are very restless.
677,Finding fault with what's wrong with things is your forte.,You are very nervous.
678,Finding fault with what's wrong with things is your forte.,you seldom have much weight on you.
679,Finding fault with what's wrong with things is your forte.,At times you can be very indecisive.
680,Finding fault with what's wrong with things is your forte.,At times you can be very unsure.
681,Finding fault with what's wrong with things is your forte.,"If you have the Moon in Cancer, you very easily respond to the emotional environment in which you are placed."
682,Finding fault with what's wrong with things is your forte.,You soak up feelings like a sponge.
683,Finding fault with what's wrong with things is your forte.,"Perhaps this is why you so easily become moody, irritable and inconstant in thought and feeling."
684,Finding fault with what's wrong with things is your forte.,"Learning to control your own moods may be very difficult, yet necessary, for you."
685,Finding fault with what's wrong with things is your forte.,Your greatest need is to nurture and mother someone or ones.
686,Finding fault with what's wrong with things is your forte.,You often appear irrational to others because you can't always explain the reason or source of your feelings.
687,Finding fault with what's wrong with things is your forte.,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.
688,Finding fault with what's wrong with things is your forte.,You are also very sympathetic and understand the unspoken feelings and needs of others.
689,Finding fault with what's wrong with things is your forte.,You take slights very personally.
690,Finding fault with what's wrong with things is your forte.,"though you may forgive a mistake by a friend or loved one , you never forget it."
691,Finding fault with what's wrong with things is your forte.,Security is very important to you.
692,Finding fault with what's wrong with things is your forte.,you look for it in home.
693,Finding fault with what's wrong with things is your forte.,you look for it in family.
694,Finding fault with what's wrong with things is your forte.,you look for it in life.
695,Finding fault with what's wrong with things is your forte.,Your senses and emotions are quite strong.
696,Finding fault with what's wrong with things is your forte.,it would be wise for you to listen to your intuitive side as you can be quite psychic.
697,Finding fault with what's wrong with things is your forte.,You are very tenacious.
698,Finding fault with what's wrong with things is your forte.,you do not give up or let go of things or people easily.
699,Finding fault with what's wrong with things is your forte.,Your mother is/was a strong influence for good or ill in your life.
700,Finding fault with what's wrong with things is your forte.,You are basically an introvert.
701,Finding fault with what's wrong with things is your forte.,You will do whatever it takes to protect and defend your family or loved ones.
702,Finding fault with what's wrong with things is your forte.,You tend to be a pack-rat because everything has an emotional memory behind it.
703,Finding fault with what's wrong with things is your forte.,you find security in all those memories.
704,Finding fault with what's wrong with things is your forte.,Nothing or no one is ever gone if they leave their memory behind.
705,Finding fault with what's wrong with things is your forte.,"Thus, you can become quite possessive."
706,Finding fault with what's wrong with things is your forte.,"You have the memory of an elephant, but you must learn to forgive and forget past hurts."
707,Finding fault with what's wrong with things is your forte.,"If you have Mercury in Gemini, you have an extremely adaptable, energetic, active, alert, curious, and versatile mind."
708,Finding fault with what's wrong with things is your forte.,"You seek knowledge, either through reading or conversation, or through travel and talking with the new people you constantly meet."
709,Finding fault with what's wrong with things is your forte.,You have so much nervous energy that this can sometimes cause great stress which must find an appropriate release.
710,Finding fault with what's wrong with things is your forte.,Exercise is a good way to release this tension.
711,Finding fault with what's wrong with things is your forte.,"You are clever, witty, and always have a joke or comeback ready for any situation."
712,Finding fault with what's wrong with things is your forte.,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.
713,Finding fault with what's wrong with things is your forte.,You are quick to grasp new concepts.
714,Finding fault with what's wrong with things is your forte.,You are equally quick to lose interest in an idea or project once your curiosity has been satisfied.
715,Finding fault with what's wrong with things is your forte.,You like to taste a little bit of everything.
716,Finding fault with what's wrong with things is your forte.,concentration and disciplined study are not your strong points.
717,Finding fault with what's wrong with things is your forte.,You are handy with your hands.
718,Finding fault with what's wrong with things is your forte.,You may be ambidextrous or mechanically inclined.
719,Finding fault with what's wrong with things is your forte.,Debate and argument appeal to you.
720,Finding fault with what's wrong with things is your forte.,There is a tendency to scratch the surface with the things that strike your interest without learning anything very deeply.
721,Finding fault with what's wrong with things is your forte.,"This is the jack-of-all-trades, master-of-none position."
722,Finding fault with what's wrong with things is your forte.,"There is danger, then, of superficiality."
723,Finding fault with what's wrong with things is your forte.,"Control of thought, word, and action is necessary in order to be successful."
724,Finding fault with what's wrong with things is your forte.,"Find your focus, stay with it and develop perseverance."
725,Finding fault with what's wrong with things is your forte.,"Journalism, speaking, teaching, sales, advertising, or writing may appeal to you."
726,Finding fault with what's wrong with things is your forte.,"Mentally restless, you may change jobs or locations frequently, or do work that involves movement, travel, and variety."
727,Finding fault with what's wrong with things is your forte.,You grasp concepts easily.
728,Finding fault with what's wrong with things is your forte.,You may become impatient with those who do n't learn as quickly.
729,Finding fault with what's wrong with things is your forte.,"If you have Venus in Taurus, in love affairs you are generally loyal, especially if your partner is demonstrative and affectionate."
730,Finding fault with what's wrong with things is your forte.,"If you have Venus in Taurus, in love affairs you are generally steady, especially if your partner is demonstrative and affectionate."
731,Finding fault with what's wrong with things is your forte.,You are oriented towards the sensual side of life in everything you do.
732,Finding fault with what's wrong with things is your forte.,it may show through too much weight.
733,Finding fault with what's wrong with things is your forte.,You are tremendously responsive to beauty.
734,Finding fault with what's wrong with things is your forte.,You are tremendously responsive to physical appearances.
735,Finding fault with what's wrong with things is your forte.,the physical attractiveness of your partner is very important to you.
736,Finding fault with what's wrong with things is your forte.,You enjoy indulging yourself.
737,Finding fault with what's wrong with things is your forte.,You enjoy indulging the ones you love.
738,Finding fault with what's wrong with things is your forte.,it is too easy for you to be extravagant.
739,Finding fault with what's wrong with things is your forte.,it is too easy for you to put too much value in material things.
740,Finding fault with what's wrong with things is your forte.,Comfort is important to you.
741,Finding fault with what's wrong with things is your forte.,you hate getting your hands dirty.
742,Finding fault with what's wrong with things is your forte.,"At times you can be lazy, hoping or expecting someone else to do the dirty work."
743,Finding fault with what's wrong with things is your forte.,"Self-control needs to be developed and added to the qualifications you already possess -warmth, charm, sympathy, artistic."
744,Finding fault with what's wrong with things is your forte.,"Guard against possessiveness, jealousy, and taking the easy way out in your relationships."
745,Finding fault with what's wrong with things is your forte.,You aim to please in practical ways.
746,Finding fault with what's wrong with things is your forte.,You aim to please in earthy ways.
747,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.",Pessimism and being too self-critical are two faults you should try to improve upon.
748,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.","You may tend to worry too much, especially about the small stuff, the little details."
749,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.",Too much worry can lead to health problems.
750,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.",You need to learn to digest every experience.
751,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.","You need to learn to assimilate it without bitterness, regret, spite or resentment."
752,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.",You need to get rid of any negativity that stems from a feeling of inadequacy.
753,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.","You tend to look younger than you really are, no matter what your age."
754,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.",You are very restless.
755,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.",You are very nervous.
756,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.",you seldom have much weight on you.
757,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.",At times you can be very indecisive.
758,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.",At times you can be very unsure.
759,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.","If you have the Moon in Cancer, you very easily respond to the emotional environment in which you are placed."
760,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.",You soak up feelings like a sponge.
761,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.","Perhaps this is why you so easily become moody, irritable and inconstant in thought and feeling."
762,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.","Learning to control your own moods may be very difficult, yet necessary, for you."
763,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.",Your greatest need is to nurture and mother someone or ones.
764,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.",You often appear irrational to others because you can't always explain the reason or source of your feelings.
765,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.",Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.
766,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.",You are also very sympathetic and understand the unspoken feelings and needs of others.
767,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.",You take slights very personally.
768,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.","though you may forgive a mistake by a friend or loved one , you never forget it."
769,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.",Security is very important to you.
770,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.",you look for it in home.
771,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.",you look for it in family.
772,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.",you look for it in life.
773,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.",Your senses and emotions are quite strong.
774,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.",it would be wise for you to listen to your intuitive side as you can be quite psychic.
775,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.",You are very tenacious.
776,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.",you do not give up or let go of things or people easily.
777,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.",Your mother is/was a strong influence for good or ill in your life.
778,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.",You are basically an introvert.
779,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.",You will do whatever it takes to protect and defend your family or loved ones.
780,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.",You tend to be a pack-rat because everything has an emotional memory behind it.
781,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.",you find security in all those memories.
782,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.",Nothing or no one is ever gone if they leave their memory behind.
783,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.","Thus, you can become quite possessive."
784,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.","You have the memory of an elephant, but you must learn to forgive and forget past hurts."
785,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.","If you have Mercury in Gemini, you have an extremely adaptable, energetic, active, alert, curious, and versatile mind."
786,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.","You seek knowledge, either through reading or conversation, or through travel and talking with the new people you constantly meet."
787,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.",You have so much nervous energy that this can sometimes cause great stress which must find an appropriate release.
788,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.",Exercise is a good way to release this tension.
789,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.","You are clever, witty, and always have a joke or comeback ready for any situation."
790,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.",You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.
791,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.",You are quick to grasp new concepts.
792,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.",You are equally quick to lose interest in an idea or project once your curiosity has been satisfied.
793,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.",You like to taste a little bit of everything.
794,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.",concentration and disciplined study are not your strong points.
795,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.",You are handy with your hands.
796,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.",You may be ambidextrous or mechanically inclined.
797,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.",Debate and argument appeal to you.
798,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.",There is a tendency to scratch the surface with the things that strike your interest without learning anything very deeply.
799,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.","This is the jack-of-all-trades, master-of-none position."
800,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.","There is danger, then, of superficiality."
801,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.","Control of thought, word, and action is necessary in order to be successful."
802,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.","Find your focus, stay with it and develop perseverance."
803,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.","Journalism, speaking, teaching, sales, advertising, or writing may appeal to you."
804,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.","Mentally restless, you may change jobs or locations frequently, or do work that involves movement, travel, and variety."
805,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.",You grasp concepts easily.
806,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.",You may become impatient with those who do n't learn as quickly.
807,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.","If you have Venus in Taurus, in love affairs you are generally loyal, especially if your partner is demonstrative and affectionate."
808,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.","If you have Venus in Taurus, in love affairs you are generally steady, especially if your partner is demonstrative and affectionate."
809,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.",You are oriented towards the sensual side of life in everything you do.
810,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.",it may show through too much weight.
811,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.",You are tremendously responsive to beauty.
