,first,second
449,You enjoy building and seeing the results of your hard work.,You are gentle.
450,You enjoy building and seeing the results of your hard work.,You are romantic.
451,"Keeping things going is your strength, especially once someone else starts them.",Money and possessions are important to you for the feelings of security they bring.
452,"Keeping things going is your strength, especially once someone else starts them.",You are handy with your hands.
453,"Keeping things going is your strength, especially once someone else starts them.",You may be ambidextrous or mechanically inclined.
454,"Keeping things going is your strength, especially once someone else starts them.",Debate and argument appeal to you.
455,"Keeping things going is your strength, especially once someone else starts them.",You grasp concepts easily.
456,"Keeping things going is your strength, especially once someone else starts them.",You may become impatient with those who do n't learn as quickly.
457,"Keeping things going is your strength, especially once someone else starts them.","You are very direct in thought, action, and speech and everyone knows how you feel."
458,"Keeping things going is your strength, especially once someone else starts them.",You are adventurous.
459,"Keeping things going is your strength, especially once someone else starts them.",You are courageous.
460,"Keeping things going is your strength, especially once someone else starts them.",You are independent.
461,"Keeping things going is your strength, especially once someone else starts them.","You tend to be industrious, efficient, practical, exacting, scientific, organized, shy, thrifty, studious, economical, and punctual."
462,"Keeping things going is your strength, especially once someone else starts them.",You have common sense to manage others.
463,"Keeping things going is your strength, especially once someone else starts them.",You have the ability to manage others.
464,"Keeping things going is your strength, especially once someone else starts them.",You may be a bit of a perfectionist.
465,"Keeping things going is your strength, especially once someone else starts them.",Your mind is deep.
466,"Keeping things going is your strength, especially once someone else starts them.",Your mind is analytical.
467,"Keeping things going is your strength, especially once someone else starts them.",you probably have a good head for numbers.
468,"Keeping things going is your strength, especially once someone else starts them.",Your work is usually neat.
469,"Keeping things going is your strength, especially once someone else starts them.",Your work is usually orderly.
470,"Keeping things going is your strength, especially once someone else starts them.",you dislike messes.
471,"Keeping things going is your strength, especially once someone else starts them.",you dislike dirt.
472,"Keeping things going is your strength, especially once someone else starts them.",You tend to be idealistic.
473,"Keeping things going is your strength, especially once someone else starts them.",You tend to be optimistic.
474,"Keeping things going is your strength, especially once someone else starts them.",You tend to be dependable.
475,"Keeping things going is your strength, especially once someone else starts them.",You tend to be open-minded.
476,"Keeping things going is your strength, especially once someone else starts them.",You tend to be friendly.
477,"Keeping things going is your strength, especially once someone else starts them.",You tend to be honest.
478,"Keeping things going is your strength, especially once someone else starts them.",You tend to be versatile.
479,"Keeping things going is your strength, especially once someone else starts them.","You are usually outspoken, sometimes to the point of bluntness."
480,"Keeping things going is your strength, especially once someone else starts them.",You are quiet.
481,"Keeping things going is your strength, especially once someone else starts them.",You are shy.
482,"Keeping things going is your strength, especially once someone else starts them.",You are sensitive.
483,"Keeping things going is your strength, especially once someone else starts them.",You are sentimental.
484,"Keeping things going is your strength, especially once someone else starts them.",You are gentle.
485,"Keeping things going is your strength, especially once someone else starts them.",You are romantic.
486,Money and possessions are important to you for the feelings of security they bring.,You are handy with your hands.
487,Money and possessions are important to you for the feelings of security they bring.,You may be ambidextrous or mechanically inclined.
488,Money and possessions are important to you for the feelings of security they bring.,Debate and argument appeal to you.
489,Money and possessions are important to you for the feelings of security they bring.,You grasp concepts easily.
490,Money and possessions are important to you for the feelings of security they bring.,You may become impatient with those who do n't learn as quickly.
491,Money and possessions are important to you for the feelings of security they bring.,"You are very direct in thought, action, and speech and everyone knows how you feel."
492,Money and possessions are important to you for the feelings of security they bring.,You are adventurous.
493,Money and possessions are important to you for the feelings of security they bring.,You are courageous.
494,Money and possessions are important to you for the feelings of security they bring.,You are independent.
495,Money and possessions are important to you for the feelings of security they bring.,"You tend to be industrious, efficient, practical, exacting, scientific, organized, shy, thrifty, studious, economical, and punctual."
496,Money and possessions are important to you for the feelings of security they bring.,You have common sense to manage others.
497,Money and possessions are important to you for the feelings of security they bring.,You have the ability to manage others.
498,Money and possessions are important to you for the feelings of security they bring.,You may be a bit of a perfectionist.
499,Money and possessions are important to you for the feelings of security they bring.,Your mind is deep.
500,Money and possessions are important to you for the feelings of security they bring.,Your mind is analytical.
501,Money and possessions are important to you for the feelings of security they bring.,you probably have a good head for numbers.
502,Money and possessions are important to you for the feelings of security they bring.,Your work is usually neat.
503,Money and possessions are important to you for the feelings of security they bring.,Your work is usually orderly.
504,Money and possessions are important to you for the feelings of security they bring.,you dislike messes.
505,Money and possessions are important to you for the feelings of security they bring.,you dislike dirt.
506,Money and possessions are important to you for the feelings of security they bring.,You tend to be idealistic.
507,Money and possessions are important to you for the feelings of security they bring.,You tend to be optimistic.
508,Money and possessions are important to you for the feelings of security they bring.,You tend to be dependable.
509,Money and possessions are important to you for the feelings of security they bring.,You tend to be open-minded.
510,Money and possessions are important to you for the feelings of security they bring.,You tend to be friendly.
511,Money and possessions are important to you for the feelings of security they bring.,You tend to be honest.
512,Money and possessions are important to you for the feelings of security they bring.,You tend to be versatile.
513,Money and possessions are important to you for the feelings of security they bring.,"You are usually outspoken, sometimes to the point of bluntness."
514,Money and possessions are important to you for the feelings of security they bring.,You are quiet.
515,Money and possessions are important to you for the feelings of security they bring.,You are shy.
516,Money and possessions are important to you for the feelings of security they bring.,You are sensitive.
517,Money and possessions are important to you for the feelings of security they bring.,You are sentimental.
518,Money and possessions are important to you for the feelings of security they bring.,You are gentle.
519,Money and possessions are important to you for the feelings of security they bring.,You are romantic.
520,You are handy with your hands.,You may be ambidextrous or mechanically inclined.
521,You are handy with your hands.,Debate and argument appeal to you.
522,You are handy with your hands.,You grasp concepts easily.
523,You are handy with your hands.,You may become impatient with those who do n't learn as quickly.
524,You are handy with your hands.,"You are very direct in thought, action, and speech and everyone knows how you feel."
525,You are handy with your hands.,You are adventurous.
526,You are handy with your hands.,You are courageous.
527,You are handy with your hands.,You are independent.
528,You are handy with your hands.,"You tend to be industrious, efficient, practical, exacting, scientific, organized, shy, thrifty, studious, economical, and punctual."
529,You are handy with your hands.,You have common sense to manage others.
530,You are handy with your hands.,You have the ability to manage others.
531,You are handy with your hands.,You may be a bit of a perfectionist.
532,You are handy with your hands.,Your mind is deep.
533,You are handy with your hands.,Your mind is analytical.
534,You are handy with your hands.,you probably have a good head for numbers.
535,You are handy with your hands.,Your work is usually neat.
536,You are handy with your hands.,Your work is usually orderly.
537,You are handy with your hands.,you dislike messes.
538,You are handy with your hands.,you dislike dirt.
539,You are handy with your hands.,You tend to be idealistic.
540,You are handy with your hands.,You tend to be optimistic.
541,You are handy with your hands.,You tend to be dependable.
542,You are handy with your hands.,You tend to be open-minded.
543,You are handy with your hands.,You tend to be friendly.
544,You are handy with your hands.,You tend to be honest.
545,You are handy with your hands.,You tend to be versatile.
546,You are handy with your hands.,"You are usually outspoken, sometimes to the point of bluntness."
547,You are handy with your hands.,You are quiet.
548,You are handy with your hands.,You are shy.
549,You are handy with your hands.,You are sensitive.
550,You are handy with your hands.,You are sentimental.
551,You are handy with your hands.,You are gentle.
552,You are handy with your hands.,You are romantic.
553,You may be ambidextrous or mechanically inclined.,Debate and argument appeal to you.
554,You may be ambidextrous or mechanically inclined.,You grasp concepts easily.
555,You may be ambidextrous or mechanically inclined.,You may become impatient with those who do n't learn as quickly.
556,You may be ambidextrous or mechanically inclined.,"You are very direct in thought, action, and speech and everyone knows how you feel."
557,You may be ambidextrous or mechanically inclined.,You are adventurous.
558,You may be ambidextrous or mechanically inclined.,You are courageous.
559,You may be ambidextrous or mechanically inclined.,You are independent.
560,You may be ambidextrous or mechanically inclined.,"You tend to be industrious, efficient, practical, exacting, scientific, organized, shy, thrifty, studious, economical, and punctual."
561,You may be ambidextrous or mechanically inclined.,You have common sense to manage others.
562,You may be ambidextrous or mechanically inclined.,You have the ability to manage others.
563,You may be ambidextrous or mechanically inclined.,You may be a bit of a perfectionist.
564,You may be ambidextrous or mechanically inclined.,Your mind is deep.
565,You may be ambidextrous or mechanically inclined.,Your mind is analytical.
566,You may be ambidextrous or mechanically inclined.,you probably have a good head for numbers.
567,You may be ambidextrous or mechanically inclined.,Your work is usually neat.
568,You may be ambidextrous or mechanically inclined.,Your work is usually orderly.
569,You may be ambidextrous or mechanically inclined.,you dislike messes.
570,You may be ambidextrous or mechanically inclined.,you dislike dirt.
571,You may be ambidextrous or mechanically inclined.,You tend to be idealistic.
572,You may be ambidextrous or mechanically inclined.,You tend to be optimistic.
573,You may be ambidextrous or mechanically inclined.,You tend to be dependable.
574,You may be ambidextrous or mechanically inclined.,You tend to be open-minded.
575,You may be ambidextrous or mechanically inclined.,You tend to be friendly.
576,You may be ambidextrous or mechanically inclined.,You tend to be honest.
577,You may be ambidextrous or mechanically inclined.,You tend to be versatile.
578,You may be ambidextrous or mechanically inclined.,"You are usually outspoken, sometimes to the point of bluntness."
579,You may be ambidextrous or mechanically inclined.,You are quiet.
580,You may be ambidextrous or mechanically inclined.,You are shy.
581,You may be ambidextrous or mechanically inclined.,You are sensitive.
582,You may be ambidextrous or mechanically inclined.,You are sentimental.
583,You may be ambidextrous or mechanically inclined.,You are gentle.
584,You may be ambidextrous or mechanically inclined.,You are romantic.
585,Debate and argument appeal to you.,You grasp concepts easily.
586,Debate and argument appeal to you.,You may become impatient with those who do n't learn as quickly.
587,Debate and argument appeal to you.,"You are very direct in thought, action, and speech and everyone knows how you feel."
588,Debate and argument appeal to you.,You are adventurous.
589,Debate and argument appeal to you.,You are courageous.
590,Debate and argument appeal to you.,You are independent.
591,Debate and argument appeal to you.,"You tend to be industrious, efficient, practical, exacting, scientific, organized, shy, thrifty, studious, economical, and punctual."
592,Debate and argument appeal to you.,You have common sense to manage others.
593,Debate and argument appeal to you.,You have the ability to manage others.
594,Debate and argument appeal to you.,You may be a bit of a perfectionist.
595,Debate and argument appeal to you.,Your mind is deep.
596,Debate and argument appeal to you.,Your mind is analytical.
597,Debate and argument appeal to you.,you probably have a good head for numbers.
598,Debate and argument appeal to you.,Your work is usually neat.
599,Debate and argument appeal to you.,Your work is usually orderly.
600,Debate and argument appeal to you.,you dislike messes.
601,Debate and argument appeal to you.,you dislike dirt.
602,Debate and argument appeal to you.,You tend to be idealistic.
603,Debate and argument appeal to you.,You tend to be optimistic.
604,Debate and argument appeal to you.,You tend to be dependable.
605,Debate and argument appeal to you.,You tend to be open-minded.
606,Debate and argument appeal to you.,You tend to be friendly.
607,Debate and argument appeal to you.,You tend to be honest.
608,Debate and argument appeal to you.,You tend to be versatile.
609,Debate and argument appeal to you.,"You are usually outspoken, sometimes to the point of bluntness."
610,Debate and argument appeal to you.,You are quiet.
611,Debate and argument appeal to you.,You are shy.
612,Debate and argument appeal to you.,You are sensitive.
613,Debate and argument appeal to you.,You are sentimental.
614,Debate and argument appeal to you.,You are gentle.
615,Debate and argument appeal to you.,You are romantic.
616,You grasp concepts easily.,You may become impatient with those who do n't learn as quickly.
617,You grasp concepts easily.,"You are very direct in thought, action, and speech and everyone knows how you feel."
618,You grasp concepts easily.,You are adventurous.
619,You grasp concepts easily.,You are courageous.
620,You grasp concepts easily.,You are independent.
621,You grasp concepts easily.,"You tend to be industrious, efficient, practical, exacting, scientific, organized, shy, thrifty, studious, economical, and punctual."
622,You grasp concepts easily.,You have common sense to manage others.
623,You grasp concepts easily.,You have the ability to manage others.
624,You grasp concepts easily.,You may be a bit of a perfectionist.
625,You grasp concepts easily.,Your mind is deep.
626,You grasp concepts easily.,Your mind is analytical.
627,You grasp concepts easily.,you probably have a good head for numbers.
628,You grasp concepts easily.,Your work is usually neat.
629,You grasp concepts easily.,Your work is usually orderly.
630,You grasp concepts easily.,you dislike messes.
631,You grasp concepts easily.,you dislike dirt.
632,You grasp concepts easily.,You tend to be idealistic.
633,You grasp concepts easily.,You tend to be optimistic.
634,You grasp concepts easily.,You tend to be dependable.
635,You grasp concepts easily.,You tend to be open-minded.
636,You grasp concepts easily.,You tend to be friendly.
637,You grasp concepts easily.,You tend to be honest.
638,You grasp concepts easily.,You tend to be versatile.
639,You grasp concepts easily.,"You are usually outspoken, sometimes to the point of bluntness."
640,You grasp concepts easily.,You are quiet.
641,You grasp concepts easily.,You are shy.
642,You grasp concepts easily.,You are sensitive.
643,You grasp concepts easily.,You are sentimental.
644,You grasp concepts easily.,You are gentle.
645,You grasp concepts easily.,You are romantic.
646,You may become impatient with those who do n't learn as quickly.,"You are very direct in thought, action, and speech and everyone knows how you feel."
647,You may become impatient with those who do n't learn as quickly.,You are adventurous.
648,You may become impatient with those who do n't learn as quickly.,You are courageous.
649,You may become impatient with those who do n't learn as quickly.,You are independent.
650,You may become impatient with those who do n't learn as quickly.,"You tend to be industrious, efficient, practical, exacting, scientific, organized, shy, thrifty, studious, economical, and punctual."
651,You may become impatient with those who do n't learn as quickly.,You have common sense to manage others.
652,You may become impatient with those who do n't learn as quickly.,You have the ability to manage others.
653,You may become impatient with those who do n't learn as quickly.,You may be a bit of a perfectionist.
654,You may become impatient with those who do n't learn as quickly.,Your mind is deep.
655,You may become impatient with those who do n't learn as quickly.,Your mind is analytical.
656,You may become impatient with those who do n't learn as quickly.,you probably have a good head for numbers.
657,You may become impatient with those who do n't learn as quickly.,Your work is usually neat.
658,You may become impatient with those who do n't learn as quickly.,Your work is usually orderly.
659,You may become impatient with those who do n't learn as quickly.,you dislike messes.
660,You may become impatient with those who do n't learn as quickly.,you dislike dirt.
661,You may become impatient with those who do n't learn as quickly.,You tend to be idealistic.
662,You may become impatient with those who do n't learn as quickly.,You tend to be optimistic.
663,You may become impatient with those who do n't learn as quickly.,You tend to be dependable.
664,You may become impatient with those who do n't learn as quickly.,You tend to be open-minded.
665,You may become impatient with those who do n't learn as quickly.,You tend to be friendly.
666,You may become impatient with those who do n't learn as quickly.,You tend to be honest.
667,You may become impatient with those who do n't learn as quickly.,You tend to be versatile.
668,You may become impatient with those who do n't learn as quickly.,"You are usually outspoken, sometimes to the point of bluntness."
669,You may become impatient with those who do n't learn as quickly.,You are quiet.
670,You may become impatient with those who do n't learn as quickly.,You are shy.
671,You may become impatient with those who do n't learn as quickly.,You are sensitive.
672,You may become impatient with those who do n't learn as quickly.,You are sentimental.
673,You may become impatient with those who do n't learn as quickly.,You are gentle.
674,You may become impatient with those who do n't learn as quickly.,You are romantic.
675,"You are very direct in thought, action, and speech and everyone knows how you feel.",You are adventurous.
676,"You are very direct in thought, action, and speech and everyone knows how you feel.",You are courageous.
677,"You are very direct in thought, action, and speech and everyone knows how you feel.",You are independent.
678,"You are very direct in thought, action, and speech and everyone knows how you feel.","You tend to be industrious, efficient, practical, exacting, scientific, organized, shy, thrifty, studious, economical, and punctual."
679,"You are very direct in thought, action, and speech and everyone knows how you feel.",You have common sense to manage others.
680,"You are very direct in thought, action, and speech and everyone knows how you feel.",You have the ability to manage others.
681,"You are very direct in thought, action, and speech and everyone knows how you feel.",You may be a bit of a perfectionist.
682,"You are very direct in thought, action, and speech and everyone knows how you feel.",Your mind is deep.
683,"You are very direct in thought, action, and speech and everyone knows how you feel.",Your mind is analytical.
684,"You are very direct in thought, action, and speech and everyone knows how you feel.",you probably have a good head for numbers.
685,"You are very direct in thought, action, and speech and everyone knows how you feel.",Your work is usually neat.
686,"You are very direct in thought, action, and speech and everyone knows how you feel.",Your work is usually orderly.
687,"You are very direct in thought, action, and speech and everyone knows how you feel.",you dislike messes.
688,"You are very direct in thought, action, and speech and everyone knows how you feel.",you dislike dirt.
689,"You are very direct in thought, action, and speech and everyone knows how you feel.",You tend to be idealistic.
690,"You are very direct in thought, action, and speech and everyone knows how you feel.",You tend to be optimistic.
691,"You are very direct in thought, action, and speech and everyone knows how you feel.",You tend to be dependable.
692,"You are very direct in thought, action, and speech and everyone knows how you feel.",You tend to be open-minded.
693,"You are very direct in thought, action, and speech and everyone knows how you feel.",You tend to be friendly.
694,"You are very direct in thought, action, and speech and everyone knows how you feel.",You tend to be honest.
695,"You are very direct in thought, action, and speech and everyone knows how you feel.",You tend to be versatile.
696,"You are very direct in thought, action, and speech and everyone knows how you feel.","You are usually outspoken, sometimes to the point of bluntness."
697,"You are very direct in thought, action, and speech and everyone knows how you feel.",You are quiet.
698,"You are very direct in thought, action, and speech and everyone knows how you feel.",You are shy.
699,"You are very direct in thought, action, and speech and everyone knows how you feel.",You are sensitive.
700,"You are very direct in thought, action, and speech and everyone knows how you feel.",You are sentimental.
701,"You are very direct in thought, action, and speech and everyone knows how you feel.",You are gentle.
702,"You are very direct in thought, action, and speech and everyone knows how you feel.",You are romantic.
703,You are adventurous.,You are courageous.
704,You are adventurous.,You are independent.
705,You are adventurous.,"You tend to be industrious, efficient, practical, exacting, scientific, organized, shy, thrifty, studious, economical, and punctual."
706,You are adventurous.,You have common sense to manage others.
707,You are adventurous.,You have the ability to manage others.
708,You are adventurous.,You may be a bit of a perfectionist.
709,You are adventurous.,Your mind is deep.
710,You are adventurous.,Your mind is analytical.
711,You are adventurous.,you probably have a good head for numbers.
712,You are adventurous.,Your work is usually neat.
713,You are adventurous.,Your work is usually orderly.
714,You are adventurous.,you dislike messes.
715,You are adventurous.,you dislike dirt.
716,You are adventurous.,You tend to be idealistic.
717,You are adventurous.,You tend to be optimistic.
718,You are adventurous.,You tend to be dependable.
719,You are adventurous.,You tend to be open-minded.
720,You are adventurous.,You tend to be friendly.
721,You are adventurous.,You tend to be honest.
722,You are adventurous.,You tend to be versatile.
723,You are adventurous.,"You are usually outspoken, sometimes to the point of bluntness."
724,You are adventurous.,You are quiet.
725,You are adventurous.,You are shy.
726,You are adventurous.,You are sensitive.
727,You are adventurous.,You are sentimental.
728,You are adventurous.,You are gentle.
729,You are adventurous.,You are romantic.
730,You are courageous.,You are independent.
731,You are courageous.,"You tend to be industrious, efficient, practical, exacting, scientific, organized, shy, thrifty, studious, economical, and punctual."
732,You are courageous.,You have common sense to manage others.
733,You are courageous.,You have the ability to manage others.
734,You are courageous.,You may be a bit of a perfectionist.
735,You are courageous.,Your mind is deep.
736,You are courageous.,Your mind is analytical.
737,You are courageous.,you probably have a good head for numbers.
738,You are courageous.,Your work is usually neat.
739,You are courageous.,Your work is usually orderly.
740,You are courageous.,you dislike messes.
741,You are courageous.,you dislike dirt.
742,You are courageous.,You tend to be idealistic.
743,You are courageous.,You tend to be optimistic.
744,You are courageous.,You tend to be dependable.
745,You are courageous.,You tend to be open-minded.
746,You are courageous.,You tend to be friendly.
747,You are courageous.,You tend to be honest.
748,You are courageous.,You tend to be versatile.
749,You are courageous.,"You are usually outspoken, sometimes to the point of bluntness."
750,You are courageous.,You are quiet.
751,You are courageous.,You are shy.
752,You are courageous.,You are sensitive.
753,You are courageous.,You are sentimental.
754,You are courageous.,You are gentle.
755,You are courageous.,You are romantic.
756,You are independent.,"You tend to be industrious, efficient, practical, exacting, scientific, organized, shy, thrifty, studious, economical, and punctual."
757,You are independent.,You have common sense to manage others.
758,You are independent.,You have the ability to manage others.
759,You are independent.,You may be a bit of a perfectionist.
760,You are independent.,Your mind is deep.
761,You are independent.,Your mind is analytical.
762,You are independent.,you probably have a good head for numbers.
763,You are independent.,Your work is usually neat.
764,You are independent.,Your work is usually orderly.
765,You are independent.,you dislike messes.
766,You are independent.,you dislike dirt.
767,You are independent.,You tend to be idealistic.
768,You are independent.,You tend to be optimistic.
769,You are independent.,You tend to be dependable.
770,You are independent.,You tend to be open-minded.
771,You are independent.,You tend to be friendly.
772,You are independent.,You tend to be honest.
773,You are independent.,You tend to be versatile.
774,You are independent.,"You are usually outspoken, sometimes to the point of bluntness."
775,You are independent.,You are quiet.
776,You are independent.,You are shy.
777,You are independent.,You are sensitive.
778,You are independent.,You are sentimental.
779,You are independent.,You are gentle.
780,You are independent.,You are romantic.
781,"You tend to be industrious, efficient, practical, exacting, scientific, organized, shy, thrifty, studious, economical, and punctual.",You have common sense to manage others.
782,"You tend to be industrious, efficient, practical, exacting, scientific, organized, shy, thrifty, studious, economical, and punctual.",You have the ability to manage others.
783,"You tend to be industrious, efficient, practical, exacting, scientific, organized, shy, thrifty, studious, economical, and punctual.",You may be a bit of a perfectionist.
784,"You tend to be industrious, efficient, practical, exacting, scientific, organized, shy, thrifty, studious, economical, and punctual.",Your mind is deep.
785,"You tend to be industrious, efficient, practical, exacting, scientific, organized, shy, thrifty, studious, economical, and punctual.",Your mind is analytical.
786,"You tend to be industrious, efficient, practical, exacting, scientific, organized, shy, thrifty, studious, economical, and punctual.",you probably have a good head for numbers.
787,"You tend to be industrious, efficient, practical, exacting, scientific, organized, shy, thrifty, studious, economical, and punctual.",Your work is usually neat.
788,"You tend to be industrious, efficient, practical, exacting, scientific, organized, shy, thrifty, studious, economical, and punctual.",Your work is usually orderly.
789,"You tend to be industrious, efficient, practical, exacting, scientific, organized, shy, thrifty, studious, economical, and punctual.",you dislike messes.
790,"You tend to be industrious, efficient, practical, exacting, scientific, organized, shy, thrifty, studious, economical, and punctual.",you dislike dirt.
791,"You tend to be industrious, efficient, practical, exacting, scientific, organized, shy, thrifty, studious, economical, and punctual.",You tend to be idealistic.
792,"You tend to be industrious, efficient, practical, exacting, scientific, organized, shy, thrifty, studious, economical, and punctual.",You tend to be optimistic.
793,"You tend to be industrious, efficient, practical, exacting, scientific, organized, shy, thrifty, studious, economical, and punctual.",You tend to be dependable.
794,"You tend to be industrious, efficient, practical, exacting, scientific, organized, shy, thrifty, studious, economical, and punctual.",You tend to be open-minded.
795,"You tend to be industrious, efficient, practical, exacting, scientific, organized, shy, thrifty, studious, economical, and punctual.",You tend to be friendly.
796,"You tend to be industrious, efficient, practical, exacting, scientific, organized, shy, thrifty, studious, economical, and punctual.",You tend to be honest.
797,"You tend to be industrious, efficient, practical, exacting, scientific, organized, shy, thrifty, studious, economical, and punctual.",You tend to be versatile.
798,"You tend to be industrious, efficient, practical, exacting, scientific, organized, shy, thrifty, studious, economical, and punctual.","You are usually outspoken, sometimes to the point of bluntness."
799,"You tend to be industrious, efficient, practical, exacting, scientific, organized, shy, thrifty, studious, economical, and punctual.",You are quiet.
800,"You tend to be industrious, efficient, practical, exacting, scientific, organized, shy, thrifty, studious, economical, and punctual.",You are shy.
801,"You tend to be industrious, efficient, practical, exacting, scientific, organized, shy, thrifty, studious, economical, and punctual.",You are sensitive.
802,"You tend to be industrious, efficient, practical, exacting, scientific, organized, shy, thrifty, studious, economical, and punctual.",You are sentimental.
803,"You tend to be industrious, efficient, practical, exacting, scientific, organized, shy, thrifty, studious, economical, and punctual.",You are gentle.
804,"You tend to be industrious, efficient, practical, exacting, scientific, organized, shy, thrifty, studious, economical, and punctual.",You are romantic.
805,You have common sense to manage others.,You have the ability to manage others.
806,You have common sense to manage others.,You may be a bit of a perfectionist.
807,You have common sense to manage others.,Your mind is deep.
808,You have common sense to manage others.,Your mind is analytical.
809,You have common sense to manage others.,you probably have a good head for numbers.
810,You have common sense to manage others.,Your work is usually neat.
811,You have common sense to manage others.,Your work is usually orderly.
812,You have common sense to manage others.,you dislike messes.
813,You have common sense to manage others.,you dislike dirt.
814,You have common sense to manage others.,You tend to be idealistic.
815,You have common sense to manage others.,You tend to be optimistic.
816,You have common sense to manage others.,You tend to be dependable.
817,You have common sense to manage others.,You tend to be open-minded.
818,You have common sense to manage others.,You tend to be friendly.
819,You have common sense to manage others.,You tend to be honest.
820,You have common sense to manage others.,You tend to be versatile.
821,You have common sense to manage others.,"You are usually outspoken, sometimes to the point of bluntness."
822,You have common sense to manage others.,You are quiet.
823,You have common sense to manage others.,You are shy.
824,You have common sense to manage others.,You are sensitive.
825,You have common sense to manage others.,You are sentimental.
826,You have common sense to manage others.,You are gentle.
827,You have common sense to manage others.,You are romantic.
828,You have the ability to manage others.,You may be a bit of a perfectionist.
829,You have the ability to manage others.,Your mind is deep.
830,You have the ability to manage others.,Your mind is analytical.
831,You have the ability to manage others.,you probably have a good head for numbers.
832,You have the ability to manage others.,Your work is usually neat.
833,You have the ability to manage others.,Your work is usually orderly.
834,You have the ability to manage others.,you dislike messes.
835,You have the ability to manage others.,you dislike dirt.
836,You have the ability to manage others.,You tend to be idealistic.
837,You have the ability to manage others.,You tend to be optimistic.
838,You have the ability to manage others.,You tend to be dependable.
839,You have the ability to manage others.,You tend to be open-minded.
840,You have the ability to manage others.,You tend to be friendly.
841,You have the ability to manage others.,You tend to be honest.
842,You have the ability to manage others.,You tend to be versatile.
843,You have the ability to manage others.,"You are usually outspoken, sometimes to the point of bluntness."
844,You have the ability to manage others.,You are quiet.
845,You have the ability to manage others.,You are shy.
846,You have the ability to manage others.,You are sensitive.
847,You have the ability to manage others.,You are sentimental.
848,You have the ability to manage others.,You are gentle.
849,You have the ability to manage others.,You are romantic.
850,You may be a bit of a perfectionist.,Your mind is deep.
851,You may be a bit of a perfectionist.,Your mind is analytical.
852,You may be a bit of a perfectionist.,you probably have a good head for numbers.
853,You may be a bit of a perfectionist.,Your work is usually neat.
854,You may be a bit of a perfectionist.,Your work is usually orderly.
855,You may be a bit of a perfectionist.,you dislike messes.
856,You may be a bit of a perfectionist.,you dislike dirt.
857,You may be a bit of a perfectionist.,You tend to be idealistic.
858,You may be a bit of a perfectionist.,You tend to be optimistic.
859,You may be a bit of a perfectionist.,You tend to be dependable.
860,You may be a bit of a perfectionist.,You tend to be open-minded.
861,You may be a bit of a perfectionist.,You tend to be friendly.
862,You may be a bit of a perfectionist.,You tend to be honest.
863,You may be a bit of a perfectionist.,You tend to be versatile.
864,You may be a bit of a perfectionist.,"You are usually outspoken, sometimes to the point of bluntness."
865,You may be a bit of a perfectionist.,You are quiet.
866,You may be a bit of a perfectionist.,You are shy.
867,You may be a bit of a perfectionist.,You are sensitive.
868,You may be a bit of a perfectionist.,You are sentimental.
869,You may be a bit of a perfectionist.,You are gentle.
870,You may be a bit of a perfectionist.,You are romantic.
871,Your mind is deep.,Your mind is analytical.
872,Your mind is deep.,you probably have a good head for numbers.
873,Your mind is deep.,Your work is usually neat.
874,Your mind is deep.,Your work is usually orderly.
875,Your mind is deep.,you dislike messes.
876,Your mind is deep.,you dislike dirt.
877,Your mind is deep.,You tend to be idealistic.
878,Your mind is deep.,You tend to be optimistic.
879,Your mind is deep.,You tend to be dependable.
880,Your mind is deep.,You tend to be open-minded.
881,Your mind is deep.,You tend to be friendly.
882,Your mind is deep.,You tend to be honest.
883,Your mind is deep.,You tend to be versatile.
884,Your mind is deep.,"You are usually outspoken, sometimes to the point of bluntness."
885,Your mind is deep.,You are quiet.
886,Your mind is deep.,You are shy.
887,Your mind is deep.,You are sensitive.
888,Your mind is deep.,You are sentimental.
889,Your mind is deep.,You are gentle.
890,Your mind is deep.,You are romantic.
891,Your mind is analytical.,you probably have a good head for numbers.
892,Your mind is analytical.,Your work is usually neat.
893,Your mind is analytical.,Your work is usually orderly.
894,Your mind is analytical.,you dislike messes.
895,Your mind is analytical.,you dislike dirt.
896,Your mind is analytical.,You tend to be idealistic.
897,Your mind is analytical.,You tend to be optimistic.
898,Your mind is analytical.,You tend to be dependable.
899,Your mind is analytical.,You tend to be open-minded.
900,Your mind is analytical.,You tend to be friendly.
901,Your mind is analytical.,You tend to be honest.
902,Your mind is analytical.,You tend to be versatile.
903,Your mind is analytical.,"You are usually outspoken, sometimes to the point of bluntness."
904,Your mind is analytical.,You are quiet.
905,Your mind is analytical.,You are shy.
906,Your mind is analytical.,You are sensitive.
907,Your mind is analytical.,You are sentimental.
908,Your mind is analytical.,You are gentle.
909,Your mind is analytical.,You are romantic.
910,you probably have a good head for numbers.,Your work is usually neat.
911,you probably have a good head for numbers.,Your work is usually orderly.
912,you probably have a good head for numbers.,you dislike messes.
913,you probably have a good head for numbers.,you dislike dirt.
914,you probably have a good head for numbers.,You tend to be idealistic.
915,you probably have a good head for numbers.,You tend to be optimistic.
916,you probably have a good head for numbers.,You tend to be dependable.
917,you probably have a good head for numbers.,You tend to be open-minded.
918,you probably have a good head for numbers.,You tend to be friendly.
919,you probably have a good head for numbers.,You tend to be honest.
920,you probably have a good head for numbers.,You tend to be versatile.
921,you probably have a good head for numbers.,"You are usually outspoken, sometimes to the point of bluntness."
922,you probably have a good head for numbers.,You are quiet.
