first,Debate and argument appeal to you.,"Keeping things going is your strength, especially once someone else starts them.",Money and possessions are important to you for the feelings of security they bring.,"Whatever you have set your sights on, you refuse to give up or let go of it.",You are adventurous.,You are consistent.,You are courageous.,You are gentle.,You are handy with your hands.,You are independent.,You are patient unless someone takes you too far.,You are quiet.,You are reliable.,You are romantic.,You are sensitive.,You are sentimental.,You are shy.,"You are usually outspoken, sometimes to the point of bluntness.",You are usually slow to anger unless someone takes you too far.,"You are very direct in thought, action, and speech and everyone knows how you feel.",You can handle more of the workload than most around you.,You enjoy building and seeing the results of your hard work.,You grasp concepts easily.,You have common sense to manage others.,You have the ability to manage others.,You may be a bit of a perfectionist.,You may be ambidextrous or mechanically inclined.,You may become impatient with those who do n't learn as quickly.,You never find it difficult to change your mind or course in mid-stream.,You never give up.,"You prefer a regular routine, defined responsibilities.","You prefer a regular routine, defined tasks.",You tend to be dependable.,You tend to be friendly.,You tend to be honest.,You tend to be idealistic.,"You tend to be industrious, efficient, practical, exacting, scientific, organized, shy, thrifty, studious, economical, and punctual.",You tend to be open-minded.,You tend to be optimistic.,You tend to be versatile.,Your mind is analytical.,Your mind is deep.,Your work is usually neat.,Your work is usually orderly.,you dislike dirt.,you dislike messes.,you probably have a good head for numbers.
You tend to be idealistic.,0.5139462907034176,0.4274103615076861,0.40975062478381896,0.5,0.4935300911962913,0.4698206084014214,0.4786970681082648,0.466240188037468,0.4274103615076861,0.4274103615076861,0.5,0.5638688046005569,0.40975062478381896,0.4945178638307324,0.466240188037468,0.4696252330771922,0.5702615333493997,0.5,0.4526843466877482,0.467963906440189,0.4274103615076861,0.466240188037468,0.4556613273608306,0.4460808773279884,0.4583047559011579,0.466240188037468,0.4680238718928756,0.4274103615076861,0.5,0.5703747712910209,0.3954918310505649,0.3954918310505649,0.40975062478381896,0.5,0.4186612350295386,0.0,0.4635060195672282,0.0,0.3954918310505649,0.5,0.466240188037468,0.466240188037468,0.466240188037468,0.4274103615076861,0.5,0.45183084253213895,0.4460808773279884
"You tend to be industrious, efficient, practical, exacting, scientific, organized, shy, thrifty, studious, economical, and punctual.",0.5,0.481738764243359,0.4680212563373822,0.5,0.4449841313241458,0.3997420507279648,0.5,0.34410382128781186,0.481738764243359,0.481738764243359,0.5,0.7540162700069533,0.4680212563373822,0.4763987573806005,0.34410382128781186,0.0838386692462409,0.4675164902406597,0.5,0.4880968920901017,0.3566020547923533,0.481738764243359,0.3441038212878118,0.3267291549878822,0.28928976914301896,0.3513794029279588,0.34410382128781186,0.423962091228153,0.481738764243359,0.5,0.5194789304574315,0.4647047770982517,0.4647047770982517,0.4680212563373822,0.5,0.4795377633209059,0.4635060195672282,0.0,0.4635060195672282,0.4647047770982517,0.5,0.34410382128781186,0.34410382128781186,0.34410382128781186,0.481738764243359,0.52818168060461,0.3117600252515276,0.28928976914301896
You tend to be open-minded.,0.5139462907034176,0.4274103615076861,0.40975062478381896,0.5,0.4935300911962913,0.4698206084014214,0.4786970681082648,0.466240188037468,0.4274103615076861,0.4274103615076861,0.5,0.5638688046005569,0.40975062478381896,0.4945178638307324,0.466240188037468,0.4696252330771922,0.5702615333493997,0.5,0.4526843466877482,0.467963906440189,0.4274103615076861,0.466240188037468,0.4556613273608306,0.4460808773279884,0.4583047559011579,0.466240188037468,0.4680238718928756,0.4274103615076861,0.5,0.5703747712910209,0.3954918310505649,0.3954918310505649,0.40975062478381896,0.5,0.4186612350295386,0.0,0.4635060195672282,0.0,0.3954918310505649,0.5,0.466240188037468,0.466240188037468,0.466240188037468,0.4274103615076861,0.5,0.45183084253213895,0.4460808773279884
You tend to be optimistic.,0.5156652988281448,0.30754344694375474,0.04698198462101644,0.5,0.2649794789767702,0.18431747377577906,0.4889959343027177,0.4614177671013166,0.30754344694375474,0.30754344694375474,0.5,0.5617708363985566,0.04698198462101644,0.3008604853776271,0.4614177671013166,0.4706229861359157,0.5153691836250661,0.5,0.44717663886569736,0.3247693059788234,0.30754344694375474,0.4614177671013166,0.4571177680425945,0.4478520174887148,0.4596743650059642,0.4614177671013166,0.14559666792648768,0.30754344694375474,0.5,0.7296516455416343,0.0,0.0,0.04698198462101644,0.5,0.28434693075755435,0.3954918310505649,0.4647047770982517,0.3954918310505649,0.0,0.5,0.4614177671013166,0.4614177671013166,0.4614177671013166,0.30754344694375474,0.4914030480218164,0.4534131073219178,0.4478520174887148
You tend to be versatile.,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Your mind is analytical.,0.5598871435144595,0.4047821419735144,0.4650431068466975,0.5,0.4011897539014365,0.23265282640263854,0.4732484772931463,0.0,0.4047821419735144,0.4047821419735144,0.5,0.7728368475585883,0.4650431068466975,0.4490408496542585,0.0,0.37024407761541983,0.6008063735980356,0.5,0.5540379016371306,0.17871034615016113,0.4047821419735144,0.0,0.15223579254367794,0.13006974536038962,0.2240317962120724,0.0,0.282339880877279,0.4047821419735144,0.5,0.5949484301520718,0.4614177671013166,0.4614177671013166,0.4650431068466974,0.5,0.3933056681935792,0.466240188037468,0.34410382128781186,0.466240188037468,0.4614177671013166,0.5,0.0,0.0,0.0,0.4047821419735144,0.6171313173202634,0.08591107196944292,0.13006974536038962
Your mind is deep.,0.5598871435144595,0.4047821419735144,0.4650431068466975,0.5,0.4011897539014365,0.23265282640263854,0.4732484772931463,0.0,0.4047821419735144,0.4047821419735144,0.5,0.7728368475585883,0.4650431068466975,0.4490408496542585,0.0,0.37024407761541983,0.6008063735980356,0.5,0.5540379016371306,0.17871034615016113,0.4047821419735144,0.0,0.15223579254367794,0.13006974536038962,0.2240317962120724,0.0,0.282339880877279,0.4047821419735144,0.5,0.5949484301520718,0.4614177671013166,0.4614177671013166,0.4650431068466974,0.5,0.3933056681935792,0.466240188037468,0.34410382128781186,0.466240188037468,0.4614177671013166,0.5,0.0,0.0,0.0,0.4047821419735144,0.6171313173202634,0.08591107196944292,0.13006974536038962
Your work is usually neat.,0.5598871435144595,0.4047821419735144,0.4650431068466975,0.5,0.4011897539014365,0.23265282640263854,0.4732484772931463,0.0,0.4047821419735144,0.4047821419735144,0.5,0.7728368475585883,0.4650431068466975,0.4490408496542585,0.0,0.37024407761541983,0.6008063735980356,0.5,0.5540379016371306,0.17871034615016113,0.4047821419735144,0.0,0.15223579254367794,0.13006974536038962,0.2240317962120724,0.0,0.282339880877279,0.4047821419735144,0.5,0.5949484301520718,0.4614177671013166,0.4614177671013166,0.4650431068466974,0.5,0.3933056681935792,0.466240188037468,0.34410382128781186,0.466240188037468,0.4614177671013166,0.5,0.0,0.0,0.0,0.4047821419735144,0.6171313173202634,0.08591107196944292,0.13006974536038962
Your work is usually orderly.,0.3425984624940359,0.0,0.2868808837645761,0.5,0.4541371334538011,0.3344382644086833,0.494095278963241,0.4047821419735144,0.0,0.0,0.5,0.531959333689406,0.2868808837645761,0.4611390999243934,0.4047821419735144,0.4848007596526164,0.3472636652827799,0.5,0.4055671500177244,0.3498077968578795,0.0,0.4047821419735144,0.3809369494062266,0.426818504325831,0.4509054242096434,0.4047821419735144,0.3245815112072987,0.0,0.5,0.5681738339484995,0.30754344694375474,0.30754344694375474,0.2868808837645761,0.5,0.05378202190139464,0.4274103615076861,0.481738764243359,0.4274103615076861,0.30754344694375474,0.5,0.4047821419735144,0.4047821419735144,0.4047821419735144,0.0,0.41407562996946,0.3850272832947381,0.426818504325831
you dislike dirt.,0.2443589601630001,0.41407562996946,0.4922108517530697,0.5,0.4817102099409143,0.5761774354826796,0.5035220912632268,0.6171313173202634,0.41407562996946,0.41407562996946,0.5,0.4506787083648788,0.4922108517530697,0.4905674543054645,0.6171313173202634,0.5234562514065838,0.5,0.5,0.44578655124537614,0.603563905064141,0.41407562996946,0.6171313173202634,0.6396579382902601,0.5668730713501478,0.5498873534965695,0.6171313173202634,0.5711420640853143,0.41407562996946,0.5,0.4897955109951716,0.4914030480218164,0.4914030480218164,0.4922108517530697,0.5,0.4037192871557133,0.5,0.52818168060461,0.5,0.4914030480218164,0.5,0.6171313173202634,0.6171313173202634,0.6171313173202634,0.41407562996946,0.0,0.6414325636251011,0.5668730713501478
you dislike messes.,0.572311935263867,0.3850272832947381,0.457790596672603,0.5,0.3806895821043639,0.17718628113423868,0.4960929281566447,0.08591107196944292,0.3850272832947381,0.3850272832947381,0.5,0.8294423360414682,0.457790596672603,0.4384683495546384,0.08591107196944292,0.3433236032152434,0.4625412570829371,0.5,0.5447529935238802,0.1120523490232878,0.3850272832947381,0.08591107196944292,0.08008511709028449,0.053320277845835214,0.16677664493414934,0.08591107196944292,0.2371819138488785,0.3850272832947381,0.5,0.61464739060237,0.4534131073219178,0.4534131073219178,0.4577905966726029,0.5,0.3711697843336837,0.45183084253213895,0.3117600252515276,0.45183084253213895,0.4534131073219178,0.5,0.08591107196944292,0.08591107196944292,0.08591107196944292,0.3850272832947381,0.6414325636251011,0.0,0.053320277845835214
you probably have a good head for numbers.,0.5341910029940913,0.426818504325831,0.4527520489134392,0.5,0.3664474656245331,0.2620952032934628,0.4956265399462136,0.13006974536038962,0.426818504325831,0.426818504325831,0.5,0.8687679557655923,0.4527520489134392,0.4311232999915263,0.13006974536038962,0.324621099846254,0.458069796926964,0.5,0.4824133972791947,0.1597271413342582,0.426818504325831,0.13006974536038962,0.08884093024954992,0.0,0.12699968395829306,0.13006974536038962,0.3195675917999029,0.426818504325831,0.5,0.5287797282839193,0.4478520174887148,0.4478520174887148,0.4527520489134392,0.5,0.4179980421385024,0.4460808773279884,0.28928976914301896,0.4460808773279884,0.4478520174887148,0.5,0.13006974536038962,0.13006974536038962,0.13006974536038962,0.426818504325831,0.5668730713501478,0.053320277845835214,0.0
