,score,definition,trait
476,0.4497642981819554,transmitting light; able to be seen through with clarity,lucid
477,0.007171973726448645,capable of thinking and expressing yourself in a clear and consistent manner,lucid
478,0.023506270989073947,having a clear mind,lucid
479,0.012226226228464358,willing to undertake or seeking out new and daring enterprises,adventuresome
480,0.00038697718018198163,aggressively self-assured,assertive
481,0.5784122876016087,of or created by one without formal training; simple or naive in style,primitive
482,0.2594884692986524,little evolved from or characteristic of an earlier ancestral type,primitive
483,0.023297978420892436,belonging to an early stage of technical development; characterized by simplicity and (often) crudeness,primitive
484,0.24002122051169647,used of preliterate or tribal or nonindustrial societies,primitive
485,0.10040232469309873,(usually followed by `of') without due thought or consideration,careless
486,0.010620025048327675,effortless and unstudied,careless
487,0.6629257531001078,marked by lack of attention or consideration or forethought or thoroughness; not careful,careless
488,0.26860216481057053,not established or confirmed,uncertain
489,0.15457539664566186,subject to change,uncertain
490,0.9065439114933219,lacking or indicating lack of confidence or assurance,uncertain
491,0.1924168212143518,ambiguous (especially in the negative),uncertain
492,0.6047869549463228,not certain to occur; not inevitable,uncertain
493,0.3050098557143439,not consistent or dependable,uncertain
494,0.12920290265159853,not established beyond doubt; still undecided or unknown,uncertain
495,0.0033975636615654263,unsparing and uncompromising in discipline or judgment,severe
496,0.06688967076035171,severely simple,severe
497,0.484664510676976,intensely or extremely bad or unpleasant in degree or quality,severe
498,0.009728169496543848,very strong or vigorous,severe
499,0.06677524801616425,causing fear or anxiety by threatening great harm,severe
500,0.19187659128804044,very bad in degree or extent,severe
501,0.8287323661969498,marked by or paying little heed or attention,unheeding
502,0.20154670025887864,(of a manuscript) having few alterations or corrections,fair
503,0.04161837411116076,very pleasing to the eye,fair
504,0.5949458392780296,not excessive or extreme,fair
505,0.29605929882195814,free from favoritism or self-interest or bias or deception; conforming with established standards or rules,fair
506,0.5061221854116806,(used of hair or skin) pale or light-colored,fair
507,0.4273122152127789,gained or earned without cheating or stealing,fair
508,0.5556435071496059,lacking exceptional quality or ability,fair
509,0.009137218291045881,attractively feminine,fair
510,0.08867750384593058,free of clouds or rain,fair
511,0.1660224723895948,(of a baseball) hit between the foul lines,fair
512,0.3749845382084923,lacking civility or good manners,uncivil
513,0.14197699190220245,in a state of mental numbness especially as resulting from shock,stunned
514,0.06884049181281789,knocked unconscious by a heavy blow,stunned
515,0.3782499134017502,filled with the emotional impact of overwhelming surprise or shock,stunned
516,0.6781460728032394,lacking conviction or boldness or courage,timid
517,0.8027858518818791,lacking self-confidence,timid
518,0.8253849879021562,showing fear and lack of confidence,timid
519,0.0102774349823003,having or showing great excitement and interest,enthusiastic
520,0.1343665146848361,taking part in an activity,participating
521,0.385445813796964,concerned chiefly or only with yourself and your advantage to the exclusion of others,selfish
522,0.10579746766944748,free from undue bias or preconceived opinions,impartial
523,0.6862585787328339,showing lack of favoritism,impartial
524,0.04070066261417786,providing no assistance,unhelpful
525,0.10868186752996042,very unfavorable to life or growth,uncongenial
526,0.28189924778523356,not suitable to your tastes or needs,uncongenial
527,0.17044541885805817,used of plant stock or scions; incapable of being grafted,uncongenial
528,0.07375610338197668,marked by up-to-dateness in dress and manners,natty
529,0.0361274758549411,oblivious of dangers or perils or calmly resolute in facing them,fearless
530,0.0046767320313360365,invulnerable to fear or intimidation,fearless
531,0.007899866004974946,instinctively or temperamentally seeking and enjoying the company of others,gregarious
532,0.0839943320040982,(of animals) tending to form a group with others of the same species,gregarious
533,0.23071652425627615,(of plants) growing in groups that are close together,gregarious
534,0.07485342538492087,precisely accurate,veracious
535,0.04217423588844479,habitually speaking the truth,veracious
536,0.6353266182577019,affirming or giving assent,affirmative
537,0.043851746708771094,expecting the best,affirmative
538,0.42499805330097745,expressing or manifesting praise or approval,affirmative
539,0.652147968616225,involving advantage or good,positive
540,0.00041853943111650366,marked by excessive confidence,positive
541,0.5399100126481211,indicating existence or presence of a suspected condition or pathogen,positive
542,0.019599841286131483,persuaded of; very sure,positive
543,0.2964090826380898,of or relating to positivism,positive
544,0.10467978146814164,impossible to deny or disprove,positive
545,0.03353648474291762,having a positive charge,positive
546,0.43963128668270557,formally laid down or imposed,positive
547,0.23680660939327486,characterized by or displaying affirmation or acceptance or certainty etc.,positive
548,0.3092747206718226,greater than zero,positive
549,0.12462743054718808,(of birds) not yet having developed feathers,immature
550,0.36037299131734163,(used of living things especially persons) in an early period of life or development or growth,immature
551,0.42030916798471624,not fully developed or mature; not ripe,immature
552,0.24698089465282336,characteristic of a lack of maturity,immature
553,0.1602632497634082,not yet mature,immature
554,0.21120721889271954,"designed or tending to discredit, especially without positive or helpful suggestions",negative
555,0.23964497180653122,not indicating the presence of microorganisms or disease or a specific condition,negative
556,0.40466691558512047,involving disadvantage or harm,negative
557,0.4206438757009841,having a negative charge,negative
558,0.49060582475958553,characterized by or displaying negation or denial or opposition or resistance; having no positive features,negative
559,0.7003872394396867,expressing or consisting of a negation or refusal or denial,negative
560,0.6817897445919837,having the quality of something harmful or unpleasant,negative
561,0.42612925561485554,less than zero,negative
562,0.20940197059997226,radically new or original,daring
563,0.4984243942338127,disposed to venture or take risks,daring
564,0.11203682686358007,expecting the worst possible outcome,pessimistic
565,0.02235095668423701,furnishing support and encouragement,encouraging
566,0.016851865522763704,giving courage or confidence or hope,encouraging
567,0.7683624731619481,of or associated with or requiring the use of the mind,intellectual
568,0.02040707553943451,involving intelligence rather than emotions or instinct,intellectual
569,0.5289029864263589,appealing to or using the intellect,intellectual
570,0.0009106218613141688,having or feeling no doubt or uncertainty; confident and assured,sure
571,0.34339205558654035,certain to occur; destined or inevitable,sure
572,0.12244473293892041,impossible to doubt or dispute,sure
573,0.01571707611075837,exercising or taking care great enough to bring assurance,sure
574,0.45943532026657946,reliable in operation or effect,sure
575,0.5050215257592198,(of persons) worthy of trust or confidence,sure
576,0.10559433161046303,certain not to fail,sure
577,0.14703420115789165,infallible or unfailing,sure
578,0.10780442829894839,physically secure or dependable,sure
579,0.599059812333358,(followed by `of' or `to') having a strong preference or liking for,partial
580,0.7828695046211424,being or affecting only a part; not total,partial
581,0.024302705050257188,showing favoritism,partial
582,0.03494900132664331,highly complex or intricate and occasionally devious,involved
583,0.24153979084040178,entangled or hindered as if e.g. in mire,involved
584,0.8201041127839117,connected by participation or association or use,involved
585,0.0213966369211395,emotionally involved,involved
586,0.5600068138039992,enveloped,involved
587,0.03430930180861261,marked by refinement in taste and manners,polite
588,0.47042777450550877,not rude; marked by satisfactory (or especially minimal) adherence to social usages and sufficient but not noteworthy consideration for others,polite
589,0.07533178664701845,"showing regard for others in manners, speech, behavior, etc.",polite
590,0.01904852969437145,of behavior that is impressive and ambitious in scale or scope,heroic
591,0.002206155843158853,showing extreme courage; especially of actions courageously undertaken in desperation as a last resort,heroic
592,0.1324075184100963,having or displaying qualities appropriate for heroes,heroic
593,0.03621294481184358,very imposing or impressive; surpassing the ordinary (especially in size or scale),heroic
594,0.21745128308091813,arousing or provoking laughter,comical
595,0.13397682473117617,conforming to fact and therefore worthy of belief,reliable
596,0.34782616622051593,worthy of reliance or trust,reliable
597,0.08406884101673949,worthy of being depended on,reliable
598,0.12065500507621309,unable to speak because of hereditary deafness,dumb
599,0.23782539710916928,slow to learn or understand; lacking intellectual acuity,dumb
600,0.5722832918283677,temporarily incapable of speaking,dumb
601,0.5411894071800069,lacking the power of human speech,dumb
602,0.5081399501892034,"(of ideas, images, representations, expressions) characterized by perfect conformity to fact or truth; strictly correct",accurate
603,0.46084578250342945,conforming exactly or almost exactly to fact or to a standard or performing with total accuracy,accurate
604,0.4712918246901339,(informal) small and of little importance,little
605,0.4880015334288644,lowercase,little
606,0.4503600453697713,low in stature; not tall,little
607,0.6396140926365428,(quantifier used with mass nouns) small in quantity or degree; not much or almost none or (with `a') at least some,little
608,0.07191167929876488,"(of children and animals) young, immature",little
609,0.44426739824865025,(of a voice) faint,little
610,0.6259898255214321,limited or below average in number or quantity or magnitude or extent,little
611,0.22794024010875724,small in a way that arouses feelings (of tenderness or its opposite depending on the context),little
612,0.7182832341633747,characterized by a lack of partiality,unbiased
613,0.16188553779287038,without bias,unbiased
614,0.435599161613668,lacking in harmony or compatibility or appropriateness,incongruous
615,0.03598062275922105,generous in assistance to the poor,benevolent
616,0.028784490588695342,generous in providing aid to others,benevolent
617,0.06361756634608028,showing or motivated by sympathy and understanding and generosity,benevolent
618,0.6102017397646337,lacking substance or significance,tenuous
619,0.35200158643333124,having thin consistency,tenuous
620,0.14280799355213825,very thin in gauge or diameter,tenuous
621,0.00478203395718176,showing courage,spunky
622,0.0029597233066674415,willing to face danger,spunky
623,0.42934273885625346,lacking in energy or will,inactive
624,0.0786622952213113,(military) not involved in military operations,inactive
625,0.5773867077242599,not in physical motion,inactive
626,0.27194975040135594,(of e.g. volcanos) not erupting and not extinct,inactive
627,0.32289238584810226,(chemistry) not participating in a chemical reaction; chemically inert,inactive
628,0.49648101452554977,lacking activity; lying idle or unused,inactive
629,0.27355606852228714,not active physically or mentally,inactive
630,0.2393689934513691,not engaged in full-time work,inactive
631,0.49943178325857046,not exerting influence or change,inactive
632,0.29446044631417667,(pathology) not progressing or increasing; or progressing slowly,inactive
633,0.11048032653808058,covered with water,flooded
634,0.004569589559174449,popular and considered appealing or fashionable at the time,fashionable
635,0.29532273367544437,being or in accordance with current social fashions,fashionable
636,0.2614842278574901,having elegance or taste or refinement in manners or dress,fashionable
637,0.5347185691459775,(of characters in literature or drama) evoking empathic or sympathetic feelings,sympathetic
638,0.4347286118955151,relating to vibrations that occur as a result of vibrations in a nearby body,sympathetic
639,0.06361756634608028,showing or motivated by sympathy and understanding and generosity,sympathetic
640,0.6991930611480702,expressing or feeling or resulting from sympathy or compassion or friendly fellow feelings; disposed toward,sympathetic
641,0.025776272606615455,having similar disposition and tastes,sympathetic
642,0.5378256831311035,of or relating to the sympathetic nervous system,sympathetic
643,0.07528259095448497,large in amount or extent or degree,hefty
644,0.00846386149454267,(of a person) possessing physical strength and weight; rugged and powerful,hefty
645,0.006562830226763015,of considerable weight and size,hefty
646,0.25261743499421035,with or in a close or intimate relationship,good
647,0.09717511158146684,exerting force or influence,good
648,0.6750355428034647,promoting or enhancing well-being,good
649,0.4348914205814196,tending to promote physical well-being; beneficial to health,good
650,0.12789151491888873,appealing to the mind,good
651,0.06999996678742028,of moral excellence,good
652,0.21591045619179824,not left to spoil,good
653,0.021917845288067936,in excellent physical condition,good
654,0.1792533199389592,not forged,good
655,0.06703196410417785,having the normally expected amount,good
656,0.01932978971745814,deserving of esteem and respect,good
657,0.06081873609610513,resulting favorably,good
658,0.4467957912084707,having or showing knowledge and skill and aptitude,good
659,0.0989290741823013,financially safe,good
660,0.3087449701460558,most suitable or right for a particular purpose,good
661,0.5396717960220233,agreeable or pleasing,good
662,0.19029855635717324,capable of pleasing,good
663,0.04098807040796751,generally admired,good
664,0.5668658070296958,having desirable or positive qualities especially those suitable for a thing specified,good
665,0.04933125251498418,morally admirable,good
666,0.04906995983645878,thorough,good
667,0.48641192609935735,having unsuitable feminine qualities,effeminate
668,0.7792509099784022,being quiet or still or inactive,quiescent
669,0.5704848717023652,marked by a state of tranquil repose,quiescent
670,0.7776923400753588,not active or activated,quiescent
671,0.06389775091845862,(pathology) causing no symptoms,quiescent
672,0.24831694137838095,not worthy of reliance or trust,unreliable
673,0.19606200514922378,liable to be erroneous or misleading,unreliable
674,0.06777444696053128,dangerously unstable and unpredictable,unreliable
675,0.3433561160782112,lacking a sense of responsibility,unreliable
676,0.10579746766944748,free from undue bias or preconceived opinions,unprejudiced
677,0.012226226228464358,willing to undertake or seeking out new and daring enterprises,adventurous
678,0.03430930180861261,marked by refinement in taste and manners,cultured
679,0.02714335716057002,combining clever conception and facetious expression,witty
680,0.29532273367544437,being or in accordance with current social fashions,stylish
681,0.2614842278574901,having elegance or taste or refinement in manners or dress,stylish
682,0.07977182100526317,beyond normal limits,unreasonable
683,0.21711450353260767,not reasonable; not showing good judgment,unreasonable
684,0.8431582945948657,lacking in boldness,unadventurous
685,0.021086816252575028,careful and sensible; marked by sound judgment,prudent
686,0.003332103041280628,possessing or displaying courage; able to face and deal with danger or fear without flinching,courageous
687,0.2735453072938452,not polite,impolite
688,0.06361756634608028,showing or motivated by sympathy and understanding and generosity,charitable
689,0.011739085410673106,full of love and generosity,charitable
690,0.2402313873487822,marked by fidelity to an original,faithful
691,0.0966554267670033,"not having sexual relations with anyone except your husband or wife, or your boyfriend or girlfriend",faithful
692,0.08609106369427913,steadfast in affection or allegiance,faithful
693,0.5735446624836492,lacking in or deprived of strength or power,incapacitated
694,0.5340460212885656,not friendly,unfriendly
695,0.10868186752996042,very unfavorable to life or growth,unfriendly
696,0.321189780508728,not disposed to friendship or friendliness,unfriendly
697,0.17729920096941768,not easy to understand or use,unfriendly
698,0.17629124049215425,not agreeing with your tastes or expectations,disagreeable
699,0.37002064612894275,not to your liking,disagreeable
700,0.07333195074937782,unpleasant to interact with,disagreeable
701,0.17194025859405043,having a mental age of between eight and twelve years,moronic
702,0.14197699190220245,in a state of mental numbness especially as resulting from shock,dazed
703,0.14292349727249445,stunned or confused and slow to react (as from blows or drunkenness or exhaustion),dazed
704,0.10868186752996042,very unfavorable to life or growth,hostile
705,0.06342572805931018,characterized by enmity or ill will,hostile
706,0.10191656331231641,impossible to bring into friendly accord,hostile
707,0.11289247350736366,unsolicited and resisted by the management of the target company (used of attempts to buy or take control of a business),hostile
708,0.07375610338197668,marked by up-to-dateness in dress and manners,dapper
709,0.5347185691459775,(of characters in literature or drama) evoking empathic or sympathetic feelings,likable
710,0.015031109386727972,easy to like; agreeable,likable
711,0.2934780975190008,(of a body of water) free from disturbance by heavy waves,tranquil
712,0.6829846487967131,not agitated; without losing self-possession,tranquil
713,0.7182832341633747,characterized by a lack of partiality,indifferent
714,0.4960368512246421,(usually followed by `to') unwilling or refusing to pay heed,indifferent
715,0.5474446045094735,(often followed by `to') lacking importance; not mattering one way or the other,indifferent
716,0.9416653240403917,marked by a lack of interest,indifferent
717,0.09153844621587981,being neither good nor bad,indifferent
718,0.2680932114254389,having only a limited ability to react chemically; chemically inactive,indifferent
719,0.18423988681543033,fairly poor to not very good,indifferent
720,0.5428120920949916,marked by no especial liking or dislike or preference for one thing over another,indifferent
721,0.21038412601740872,neither too great nor too little,indifferent
722,0.029499437186612278,showing no care or concern in attitude or action,indifferent
723,0.014225062292526422,characterized by hard work and perseverance,tireless
724,0.00038705025902057165,showing sustained enthusiastic action with unflagging vitality,tireless
725,0.03605752483482797,pleasantly (even unrealistically) optimistic,cheerful
726,0.02429258466199969,being full of or promoting cheer; having or showing good spirits,cheerful
727,0.2934780975190008,(of a body of water) free from disturbance by heavy waves,quiet
728,0.1768369114815055,in a softened tone,quiet
729,0.7491962496850153,not showy or obtrusive,quiet
730,0.7388460215849283,characterized by an absence or near absence of agitation or activity,quiet
731,0.6377987131557463,free of noise or uproar; or making little if any sound,quiet
732,0.3004686041284026,"(of the sun) characterized by a low level of surface phenomena, such as sunspots",quiet
733,0.5517162982380073,worthy of being recommended or suggested; prudent or wise,advisable
734,0.8027858518818791,lacking self-confidence,shy
735,0.6048759282298013,short,shy
736,0.6088820338701749,wary and distrustful; disposed to avoid persons or things,shy
737,0.14162906903955383,weak and likely to lose consciousness,light
738,0.6700582534023592,marked by temperance in indulgence,light
739,0.09325336895323204,having relatively few calories,light
740,0.6468525311289831,(used of vowels or syllables) pronounced with little or no stress,light
741,0.0035884363148937126,moving easily and quickly; nimble,light
742,0.12524820069666076,(of sleep) easily disturbed,light
743,0.0010639209340819005,casual and unrestrained in sexual behavior,light
744,0.07100936737933429,(of sound or color) free from anything that dulls or dims,light
745,0.3642986643149642,silly or trivial,light
746,0.08877049440275406,less than the correct or legal or full amount often deliberately so,light
747,0.2481183047494309,(used of color) having a relatively small amount of coloring agent,light
748,0.5166648197864787,characterized by or emitting light,light
749,0.22909046812517464,demanding little effort; not burdensome,light
750,0.2885922427521683,designed for ease of movement or to carry little weight,light
751,0.061844280846590376,easily assimilated in the alimentary canal; not rich or heavily seasoned,light
752,0.19519026475442489,having little importance,light
753,0.20142768539831565,intended primarily as entertainment; not serious or profound,light
754,0.3556055519028102,of comparatively little physical weight or density,light
755,0.678153813402997,of little intensity or power or force,light
756,0.22671712561578078,of the military or industry; using (or being) relatively small or light arms or equipment,light
757,0.28318311827760967,"(physics, chemistry) not having atomic weight greater than average",light
758,0.038771508534154446,psychologically light; especially free from sadness or troubles,light
759,0.30957017775241,(used of soil) loose and large-grained in consistency,light
760,0.07522910468527137,very thin and insubstantial,light
761,0.8126560511851649,serving or acting as a means or aid,instrumental
762,0.011305022505186267,tending to betray; especially having a treacherous character as attributed to the Carthaginians by the Romans,treacherous
763,0.06777444696053128,dangerously unstable and unpredictable,treacherous
764,0.7243696798145761,involving or causing danger or risk; liable to hurt or harm,dangerous
765,0.06677524801616425,causing fear or anxiety by threatening great harm,dangerous
766,0.4112686298084112,having or bringing misfortune,luckless
767,0.04891068872175803,occupied with or fond of the pleasures of good company,convivial
768,0.019254310653539438,full of or marked by resentment or indignant ill will,resentful
769,0.007389960953288484,marked by practical hardheaded intelligence,astute
770,0.11805650522233169,liable to sudden unpredictable change,erratic
771,0.24310737938567933,having no fixed course,erratic
772,0.07393882466079081,likely to perform unpredictably,erratic
773,0.4079754284479387,indicating a lack of maturity,childish
774,0.5932025560115508,not disposed to seek company,ungregarious
775,0.4650755370217329,(of animals) not gregarious,ungregarious
776,0.2593128577654951,(of plants) growing together in groups that are not close together,ungregarious
777,0.2643716517504939,exercising or showing good judgment,levelheaded
778,0.012347485436728398,in fortunate circumstances financially; moderately rich,prosperous
779,0.5194319532475833,presaging or likely to bring good luck or a good outcome,prosperous
780,0.012511466758320402,very lively and profitable,prosperous
781,0.025532508115329602,marked by peace and prosperity,prosperous
782,0.2798053720249005,not convincing,flimsy
783,0.6102017397646337,lacking substance or significance,flimsy
784,0.6405555509963822,lacking solidity or strength,flimsy
785,0.06608160744689728,auguring favorable circumstances and good luck,auspicious
786,0.04356363553028063,inspiring scornful pity,silly
787,0.5138334041132715,lacking seriousness; given to frivolity,silly
788,0.032976664033011485,"ludicrous, foolish",silly
789,0.04456148394687894,dazed from or as if from repeated blows,silly
790,0.05124777050685771,helpful in bringing about a harmonious adaptation,accommodating
791,0.03510110769882438,obliging; willing to do favors,accommodating
792,0.026892703403986255,giving pleasure and satisfaction,pleasing
793,0.7381154954410677,pleasant or agreeable to the senses,pleasing
794,0.008687043941078052,eagerly desirous,anxious
795,0.8156421609831233,causing or fraught with or showing anxiety,anxious
796,0.06447197173611512,vile; despicable,filthy
797,0.18217925601209217,disgustingly dirty; filled or smeared with offensive matter,filthy
798,0.002117940843234854,characterized by obscenity,filthy
799,0.5065309655747624,given or giving freely,bighearted
800,0.8458969688818803,able to feel or perceive,sensible
801,0.269262263781976,showing reason or sound judgment,sensible
802,0.6701755433190542,aware intuitively or intellectually of something sensed,sensible
803,0.21938941517973182,readily perceived by the senses,sensible
804,0.045542072082782985,presaging good fortune,fortunate
805,0.06234804369376226,supremely favored,fortunate
806,0.026670053522570177,having unexpected good fortune,fortunate
807,0.6102017397646337,lacking substance or significance,slight
808,0.52334695144672,being of delicate or slender build,slight
809,0.6396140926365428,(quantifier used with mass nouns) small in quantity or degree; not much or almost none or (with `a') at least some,slight
810,0.6374414270528429,(of persons) lacking art or knowledge,artless
811,0.005643526777447259,characterized by an inability to mask your feelings; not devious,artless
812,0.4936141388127612,showing lack of art,artless
813,0.06759537100493838,simple and natural; without cunning or deceit,artless
814,0.13153786755452582,not wise in the ways of the world,unsophisticated
815,0.09116224737331907,awkwardly simple and provincial,unsophisticated
816,0.26269437940610996,lacking complexity,unsophisticated
817,0.017938623379339977,in a vehement outcry,shouted
818,0.03430930180861261,marked by refinement in taste and manners,genteel
819,0.26958135192486515,without proper consideration or reflection,inconsiderate
820,0.16307289289792717,lacking regard for the rights or feelings of others,inconsiderate
821,0.29986230547468684,acting with or showing thought and good sense,thoughtful
822,0.037838781442141756,taking heed; giving close and thoughtful attention,thoughtful
823,0.44449558547996987,considerate of the feelings or well-being of others,thoughtful
824,0.7044302866152676,exhibiting or characterized by careful thought,thoughtful
825,0.024886205390453303,having intellectual depth,thoughtful
826,0.043851746708771094,expecting the best,optimistic
827,0.07207721669199497,expecting the best in this best of all possible worlds,optimistic
828,0.5412048586963168,capable of adapting (of becoming or being made suitable) to a particular situation or use,adaptable
829,0.6734314214178304,timid by nature or revealing timidity,fearful
830,0.7891218210391086,lacking courage; ignobly timid and faint-hearted,fearful
831,0.3137325968775341,causing fear or dread or terror,fearful
832,0.07679125923720366,extremely distressing,fearful
833,0.9108475394854915,experiencing or showing fear,fearful
834,0.40912264745494586,of or relating to or used in microscopy,microscopic
835,0.3381236734678886,visible under a microscope; using a microscope,microscopic
836,0.15665029461936503,so small as to be invisible without a microscope,microscopic
837,0.0503727415810669,extremely precise with great attention to details,microscopic
838,0.2055666438194018,deficient in human sensibility; not mentally or morally sensitive,insensitive
839,0.2414488771753706,not responsive to physical stimuli,insensitive
840,0.4503139036703068,not possessing qualities befitting a man,unmanly
841,0.47186537396870065,lacking in courage and manly strength and resolution; contemptibly fearful,unmanly
842,0.5050215257592198,(of persons) worthy of trust or confidence,trusted
843,0.48901566234306015,requiring full use of your abilities or resources,challenging
844,0.6099920250726213,stimulating interest or thought,challenging
845,0.002243684097199174,disturbingly provocative,challenging
846,0.019599841286131483,persuaded of; very sure,confident
847,0.26534572828807557,not liable to error in judgment or action,confident
848,0.39678661385488007,having or marked by confidence or assurance,confident
849,0.04356363553028063,inspiring scornful pity,ridiculous
850,0.2098644145066447,broadly or extravagantly humorous; resembling farce,ridiculous
851,0.029186680085531297,so unreasonable as to invite derision,ridiculous
852,0.5735446624836492,lacking in or deprived of strength or power,helpless
853,0.10727287722164074,unable to function; without help,helpless
854,0.26484458700718255,unable to manage independently,helpless
855,0.7434605397936148,using or marked by tact in dealing with sensitive matters or people,diplomatic
856,0.36982240320540394,expressing or given to expressing the truth,truthful
857,0.3160822075477312,conforming to truth,truthful
858,0.13390890012144943,marked by sound judgment,sane
859,0.0508835447052695,mentally healthy; free from mental disorder,sane
860,0.5943974313127737,not fitting closely; hanging loosely,sloppy
861,0.02238375869202712,marked by great carelessness,sloppy
862,0.12588667874141923,(of soil) soft and watery,sloppy
863,0.01455055845836124,excessively or abnormally emotional,sloppy
864,0.21143227774074433,lacking neatness or order,sloppy
865,0.5311716220972414,wet or smeared with a spilled liquid or moist material,sloppy
866,0.01282154374299628,fairly large in size,ample
867,0.04105578981495084,affording an abundant supply,ample
868,0.0126306153524457,more than enough in size or scope or capacity,ample
869,0.34782616622051593,worthy of reliance or trust,dependable
870,0.08406884101673949,worthy of being depended on,dependable
871,0.0989290741823013,financially safe,dependable
872,0.46913650009966545,consistent in performance or behavior,dependable
873,0.44329092248090624,correct in opinion or judgment,correct
874,0.21862321049912953,socially right or correct,correct
875,0.4928878401084957,in accord with accepted standards of usage or procedure,correct
876,0.09351709502978234,free from error; especially conforming to fact or truth,correct
877,0.020591137463193344,possessing sound knowledge,intelligent
878,0.11416742760207331,endowed with the capacity to reason,intelligent
879,0.2643716517504939,exercising or showing good judgment,intelligent
880,0.033397583677274925,having the capacity for thought and reason especially to a high degree,intelligent
881,0.2793206713964722,lacking in light; not bright or harsh,dim
882,0.23782539710916928,slow to learn or understand; lacking intellectual acuity,dim
883,0.5148118519301028,lacking clarity or distinctness,dim
884,0.12093750484849597,offering little or no hope,dim
885,0.13817759474689675,made dim or less bright,dim
886,0.4215082787152988,"devoid of importance, meaning, or force",unimportant
887,0.10932276011121632,not important,unimportant
888,0.08417744706000581,the same throughout in structure or composition,consistent
889,0.3844148879795951,capable of being reproduced,consistent
890,0.3484895188427595,"marked by an orderly, logical, and aesthetically consistent relation of parts",consistent
891,0.6125565566613066,(sometimes followed by `with') in agreement or consistent or reliable,consistent
892,0.0009106218613141688,having or feeling no doubt or uncertainty; confident and assured,certain
893,0.34339205558654035,certain to occur; destined or inevitable,certain
894,0.01571707611075837,exercising or taking care great enough to bring assurance,certain
895,0.45943532026657946,reliable in operation or effect,certain
896,0.04666441850231744,established irrevocably,certain
897,0.12738289051227675,definite but not specified or identified,certain
898,0.3553890821095907,established beyond doubt or question; definitely known,certain
899,0.066362343220923,not possible to deny,undeniable
900,0.30345099068339765,offensive or even (of persons) malicious,awful
901,0.2116298235230973,inspired by a feeling of fearful wonderment or reverence,awful
902,0.3137325968775341,causing fear or dread or terror,awful
903,0.024296598713437374,inspiring awe or admiration or wonder,awful
904,0.24731538070566933,extreme in degree or extent or amount or impact,awful
905,0.3313833448787748,exceptionally bad or displeasing,awful
906,0.003036490533321043,openly straightforward and direct without reserve or secretiveness,candid
907,0.05352083256700898,characterized by directness in manner or speech; without subtlety or evasion,candid
908,0.5036450814609171,informal or natural; especially caught off guard or unprepared,candid
909,0.14169347735219182,not large but sufficient in size or amount,small
910,0.4880015334288644,lowercase,small
911,0.7836943630546067,"relatively moderate, limited, or small",small
912,0.33723328665127683,low or inferior in station or quality,small
913,0.07191167929876488,"(of children and animals) young, immature",small
914,0.44426739824865025,(of a voice) faint,small
915,0.3004132335997941,made to seem smaller or less (especially in worth),small
916,0.6259898255214321,limited or below average in number or quantity or magnitude or extent,small
917,0.4651509156101462,have fine or very small constituent particles,small
918,0.6021798234639618,slight or limited; especially in degree or intensity or scope,small
919,0.0017394844413750703,highly enthusiastic,glowing
920,0.004425637182417778,showing skill and sensitivity in dealing with people,tactful
921,0.34559800343558267,having or showing a sense of what is fitting and considerate in dealing with others,tactful
922,0.002490159448524598,characteristic of false pride; having an exaggerated sense of self-importance,egotistical
923,0.018069983732164636,characteristic of those having an inflated idea of their own importance,egotistical
924,0.38000580306681797,not refined or processed,unrefined
925,0.6092539428217398,(used of persons and their behavior) not refined; uncouth,unrefined
926,0.01602868791026096,generous and understanding and tolerant,magnanimous
927,0.022596615531534792,noble and generous in spirit,magnanimous
928,0.5035448560364425,being biased or having a belief or attitude formed beforehand,prejudiced
929,0.49180206619112826,emanating from a person's emotions and prejudices,prejudiced
930,0.3516799699149315,of little substance or significance,trivial
931,0.4712918246901339,(informal) small and of little importance,trivial
932,0.3318373982965741,concerned with trivialities,trivial
933,0.11293481978557648,hard to pass through because of dense growth,dense
934,0.23782539710916928,slow to learn or understand; lacking intellectual acuity,dense
935,0.09923184509804947,permitting little if any light to pass through because of denseness of matter,dense
936,0.18121517186149988,having high relative density or specific gravity,dense
937,0.8434932681049538,displaying or suggesting a lack of maturity,adolescent
938,0.0830179060135012,being of the age 13 through 19,adolescent
939,0.44205216077899456,in the state of development between puberty and maturity,adolescent
940,0.0008262763187220065,showing inventiveness and skill,ingenious
941,0.07528259095448497,large in amount or extent or degree,respectable
942,0.01932978971745814,deserving of esteem and respect,respectable
943,0.6728169633164238,characterized by socially or conventionally acceptable morals,respectable
944,0.7104481500138052,beyond or deviating from the usual or expected,curious
945,0.0023603138400123983,eager to investigate and learn or learn more (sometimes about others' concerns),curious
946,0.04219136323702716,in an early stage of development,embryonic
947,0.5619670140179969,of an organism prior to birth or hatching,embryonic
948,0.014643800699623453,prone to friendly informal communication,chatty
949,0.003175696628858831,full of trivial conversation,chatty
950,0.14348644180325174,inclined to help or support; not antagonistic or hostile,friendly
951,0.16124498688663133,characteristic of or befitting a friend,friendly
952,0.05986493776626376,easy to understand or use,friendly
953,0.6032257830806094,being or reflecting the essential or genuine character of something,genuine
954,0.2628808673974976,not fake or counterfeit,genuine
955,0.6229626848329761,not pretended; sincerely felt or expressed,genuine
956,0.2345881738832001,being definitely out of the ordinary and unexpected; slightly odd or even a bit weird,unusual
957,0.3026823962537565,not commonly encountered,unusual
