,predicted_class,C,N,E,dist
329,neutral,0.005038861942451448,0.9736468180988824,0.02131434745483519,0.48928885458410165
330,neutral,0.031812324946503774,0.9637106746421628,0.004477036592838735,0.4976879294475201
331,neutral,0.00383465472645138,0.9887077674343642,0.007457548217950714,0.4962568721773517
332,neutral,0.0011662964412054856,0.916531730830672,0.08230193118966941,0.4588009824262444
333,neutral,0.0032930897164248816,0.9954513731983335,0.0012555093549461176,0.49937017122239097
334,neutral,0.0069042746291253536,0.9896727794498424,0.0034228561351748897,0.4982766734579603
335,contradiction,0.8348233464482215,0.16149520007878468,0.0036814474616874353,0.8348233464482215
336,contradiction,0.7916740901185413,0.1984753546636192,0.009850584594531878,0.7916740901185413
337,neutral,0.20494864040923927,0.7900488905448158,0.005002558556474013,0.49685394035686065
338,neutral,0.019054411875174343,0.975490087925146,0.005455486496547288,0.4972192715687802
339,neutral,0.016785293882828692,0.9610945310085891,0.022120158311049243,0.4887511046410648
340,entailment,0.0018093823321992106,0.005564648977931942,0.9926260141872894,0.0027873677761554444
341,neutral,0.06759606399615993,0.9274930597131672,0.004910928329417664,0.4973665233137155
342,neutral,0.027270579531157645,0.9674231081224604,0.005306241157156396,0.49727249868574125
343,neutral,0.02249425480983839,0.965246176982463,0.012259624729492541,0.4937291294291954
344,neutral,0.030799794560453043,0.9585628716981764,0.01063733784577651,0.4945123114187203
345,neutral,0.012670083721872434,0.9836486719158424,0.0036812666546801615,0.4981357464658623
346,contradiction,0.993863091383915,0.005713629718796154,0.000423323641363342,0.993863091383915
347,neutral,0.0471218188386082,0.9442066982036232,0.008671507636312997,0.4954498342058998
348,neutral,0.0008012372013153142,0.9977630460590454,0.0014357071618615856,0.49928157077997065
349,neutral,0.0021763855999532857,0.9918668786911444,0.005956652184297927,0.4970151775339113
350,contradiction,0.9973764289874636,0.0023774527548278608,0.00024607655804412064,0.9973764289874636
351,neutral,0.0759233090273539,0.8717035438261873,0.05237318218356287,0.4716618865569122
352,neutral,0.04925654137270975,0.9423560944269906,0.008387382043008278,0.4955890404454051
353,neutral,0.0014358468267531186,0.7561020281929681,0.2424621134803641,0.3785946223373989
354,neutral,0.00264104486491832,0.9672247788537244,0.030134280006127667,0.4848929632019505
355,neutral,0.03186811339455644,0.9638005821707312,0.004331275962835703,0.49776307538769266
356,neutral,0.0007223114354254447,0.9873595825528144,0.011918133970241752,0.4940366257682047
357,neutral,0.03167351860329176,0.9491238366762912,0.01920259841798501,0.4900846461884956
358,neutral,0.0061084043425146655,0.9352205975594478,0.05867100023831656,0.47048420553694287
359,neutral,0.005183356815666291,0.9904511275548832,0.00436559837090447,0.4978058278187664
360,neutral,0.0019032703912553487,0.991147665497758,0.006949124657086679,0.49651881224064026
361,neutral,0.0009441687290378,0.88123997917593,0.11781575757828835,0.44103644409217146
362,neutral,0.0009881455083545036,0.9743039559942386,0.024707909673403642,0.4876338257219341
363,neutral,0.0015345341534096872,0.9914747392877018,0.006990808359268079,0.4964992240464666
364,contradiction,0.8747009745040117,0.12186019794684598,0.0034387983995224753,0.8747009745040117
365,neutral,0.028374364190484388,0.9618391502883622,0.0097864810513088,0.49496386224506284
366,neutral,0.0011632866441770562,0.7724722291176788,0.2263644843629984,0.38668594110133425
367,contradiction,0.9408035421382779,0.05802456749647793,0.0011719057019628585,0.9408035421382779
368,neutral,0.050899815758252184,0.9420215843531574,0.007078615664342387,0.4962708807435654
369,neutral,0.008958177262045522,0.962216140766078,0.0288257515792868,0.485456845062791
370,contradiction,0.9954933103685464,0.004232509928146188,0.0002741001985063614,0.9954933103685464
371,neutral,0.043625748776300925,0.9529557108546832,0.0034184423990067467,0.49821281117469723
372,neutral,0.005472656545114254,0.9842228365746676,0.010304541928940595,0.49481937744919346
373,neutral,0.020607654092481418,0.9455782936739772,0.03381407131508423,0.4827372192576456
374,neutral,0.010849737350827298,0.9690994284810812,0.02005090380711392,0.48986458218098644
375,neutral,0.062054426453231365,0.9139247267921536,0.024020778326904798,0.4871950032300354
376,neutral,0.0404960308490182,0.9496515154350664,0.009852388455584893,0.49486589454423535
377,neutral,0.2445057612346451,0.7451046429488221,0.010389611246564802,0.4931239640878342
378,neutral,0.01346250929352418,0.982818559160902,0.0037189209210903218,0.4981151649095069
379,neutral,0.01231432906842391,0.9824349204626504,0.005250802328134793,0.4973418658349651
380,neutral,0.020882967957252026,0.9589987986128908,0.020118144193741857,0.4897263833796639
381,neutral,0.03287391545595942,0.9576174252326296,0.009508686533471946,0.49508405035403924
382,neutral,0.020322481046048457,0.9696340896522644,0.010043466663084814,0.4948740957683775
383,contradiction,0.9971789061351986,0.0025414090158868627,0.0002797159336551528,0.9971789061351986
384,neutral,0.044042988470802825,0.9155924885859978,0.04036461783591884,0.4788878509481451
385,neutral,0.0007716972271018579,0.9977342084649384,0.001494127713978779,0.49925235921566613
386,neutral,0.0019785964563179288,0.9729937263520334,0.0250277306335991,0.4874613263780964
387,contradiction,0.9972314210538732,0.002482996683160511,0.00028555890137552906,0.9972314210538732
388,neutral,0.0941465525332698,0.8201259266729105,0.08572750218410374,0.45268136132559944
389,neutral,0.04016990162782546,0.9403838944311794,0.01944620135875033,0.48986997727824616
390,neutral,0.040946734817331236,0.6910978597482824,0.2679554707050593,0.36030210093822546
391,neutral,0.004843072636840128,0.9663606905766547,0.028796248892976706,0.48553180521038036
392,neutral,0.06841427830816711,0.9157826972147588,0.01580294934258078,0.4915182520249317
393,neutral,0.0007151596175264518,0.9786982871045884,0.02058647414707909,0.4896993955350159
394,neutral,0.043553686514406234,0.9327671291097936,0.023679214873441483,0.48762125286880886
395,neutral,0.005134034582701544,0.922226376572616,0.07263965035737993,0.463492747570477
396,neutral,0.004202961892262042,0.991462083483725,0.004334937244633586,0.4978233831019785
397,neutral,0.002833083027096109,0.9673813826985446,0.02978557679490572,0.48506489985887796
398,neutral,0.0010486097387281893,0.6423116414907871,0.3566397518350368,0.32149294038838533
399,neutral,0.010925024295949355,0.9355280734490026,0.05354689556775151,0.4729308205924052
400,neutral,0.0019523679480252009,0.9710477877340312,0.02699983164723306,0.48647367564286587
401,contradiction,0.8618844926752189,0.13359103592901808,0.00452441590333777,0.8618844926752189
402,neutral,0.02262049455640616,0.9635047899259978,0.013874722827899843,0.49290208018131776
403,neutral,0.001474352313367226,0.7882293604251248,0.210296290021498,0.39469660096992193
404,contradiction,0.960439581322783,0.03840541666604682,0.001155044321802513,0.960439581322783
405,neutral,0.04000110387177582,0.9502980747270948,0.00970077918400573,0.49494750480977967
406,neutral,0.011689533692399315,0.9501341451605688,0.03817636422338781,0.48068604762323924
407,contradiction,0.997906309259712,0.0019042344534832426,0.00018948777153659867,0.997906309259712
408,neutral,0.04509660825546466,0.9503903422356836,0.004513008980537674,0.4976369289233358
409,neutral,0.004134278627607801,0.9670998894354582,0.0287657750736549,0.4855574019173388
410,neutral,0.014707944277718547,0.893609100899577,0.09168297268289308,0.45347421584873887
411,neutral,0.012229858807520472,0.9222177602259456,0.06555244461175737,0.4668179682426602
412,neutral,0.13719281403465658,0.8376859474664783,0.025121217937965488,0.4854421596474631
413,neutral,0.06906892656812684,0.9031552496713146,0.02777583617560545,0.4850816904721061
414,neutral,0.3022629388208232,0.6856149055329821,0.012122222286329549,0.49131318815997654
415,neutral,0.007884417800854618,0.9865359595673264,0.00557966107856507,0.4971879985747364
416,neutral,0.043495388209290255,0.934872070593922,0.021632590804774303,0.4886918529110245
417,neutral,0.0005953928718002156,0.9973133459205372,0.002091285700508618,0.49895373423619394
418,neutral,0.0020275352015162507,0.9953959748417236,0.0025764880465193986,0.4987091387075637
419,contradiction,0.9626676578469006,0.035142850749834385,0.002189504139474792,0.9626676578469006
420,neutral,0.014001772128077815,0.9824577014959518,0.0035404488766006548,0.49820463716120417
421,neutral,0.0015853622808568195,0.9974236278488674,0.0009910447107032811,0.49950369083210555
422,neutral,0.0018813639376279953,0.9971463094655444,0.0009723934926168414,0.4995128868491619
423,neutral,0.06897423859989613,0.9236790095765149,0.007346702933685995,0.49605451125840655
424,neutral,0.07539864731186002,0.9171611426723368,0.00744021848435111,0.49597652631884337
425,neutral,0.0028468023012247715,0.993486196864646,0.0036670668806124108,0.4981612320723702
426,neutral,0.0008478127975126414,0.996940228455082,0.002211932435010785,0.49889309530540354
427,neutral,0.019970713810309973,0.9324980563712192,0.04753130693929725,0.47575005978456725
428,neutral,0.05866788094003768,0.9260228926229358,0.015309215552308734,0.4918683239319302
429,neutral,0.005151057441234028,0.9876835785466238,0.007165342258861174,0.49639877869442744
430,neutral,0.006285172705543152,0.9922576862928336,0.0014572151947978198,0.49926678406823916
431,neutral,0.13378591240586055,0.7879662222047261,0.0782478462543734,0.4548334244942663
432,neutral,0.17633691320529687,0.8193417856854437,0.004321227495819606,0.4973768231505688
433,neutral,0.0008964723444868664,0.9978661867245991,0.0012373376991375454,0.499380776031267
434,neutral,0.0008018969077448072,0.9977638767992798,0.001434173112121401,0.4992823379147665
435,neutral,0.4576930359801729,0.5349666842139839,0.007340284408446944,0.4932323528618001
436,contradiction,0.9158023957532528,0.08132949079854335,0.0028680467115850053,0.9158023957532528
437,neutral,0.03251520140205076,0.9620704727286379,0.005414283558852379,0.49720187655481596
438,neutral,0.0009404034573959287,0.9967242846297272,0.0023352827858816164,0.4988312594853966
439,neutral,0.010491824470167124,0.9383211550163598,0.05118708092021542,0.4741350910173241
440,neutral,0.0016743645034706526,0.9969289731053996,0.0013966324007267474,0.499300512581755
441,neutral,0.00539953102573454,0.9866891307804142,0.007911246615621694,0.4960229018631915
442,neutral,0.013446483117287395,0.9661067169835434,0.020446840434705214,0.4896372374915897
443,neutral,0.01005048993540218,0.9812528547749544,0.00869670087611604,0.49560750301544587
444,neutral,0.006452339184929818,0.9913889662755899,0.002158720953795097,0.4989136299235848
445,neutral,0.07912129653931968,0.9182813940783036,0.002597311151539252,0.4985897647883545
446,contradiction,0.7926691196944333,0.20508239918066315,0.0022484779580462825,0.7926691196944333
447,neutral,0.12950563247539376,0.8066664263594849,0.06382803061497641,0.4633380602808083
448,neutral,0.012369601908030487,0.9814102455599436,0.0062201289697697,0.4968509833586621
449,neutral,0.029622930932842694,0.9677459841918488,0.002631074581030404,0.4986443029762278
450,neutral,0.0014805018162309062,0.9896844556726055,0.00883499357293913,0.4955759531876847
451,neutral,0.0392729202842029,0.9485603858767688,0.012166708178433246,0.49366796863869117
452,neutral,0.0006772025191003791,0.9951402049856534,0.00418250359974747,0.4979073308532796
453,neutral,0.004488179239167525,0.991993203733478,0.0035186370426561154,0.4982327497782885
454,neutral,0.0075335196809967345,0.9475020475282996,0.0449644467822258,0.47734712101617954
455,neutral,0.013628867461486251,0.9786946338843022,0.007676495202776269,0.4961087186270947
456,neutral,0.0036423016184225546,0.9949161901154392,0.0014415414948727055,0.49927659441526945
457,neutral,0.0039019123873712314,0.990061157802013,0.0060369082257276325,0.4969697219422372
458,neutral,0.1177106656079066,0.8645307922582497,0.01775862813482305,0.4899360528844881
459,neutral,0.0011377244052593355,0.9922575689306188,0.006604769334591163,0.4966938540569754
460,neutral,0.023946162835232848,0.950396587662786,0.025657293799185698,0.4868566201689833
461,neutral,0.001456012898173009,0.9924859072028336,0.006058140772126342,0.49696651300239975
462,neutral,0.0019228546563126,0.869560464364457,0.1285167156141358,0.43561784689993
463,entailment,0.0006379061696106963,0.04537699263777549,0.9539851523138598,0.02270297752771671
464,neutral,0.010643548126121038,0.9857434783806066,0.0036129576445411327,0.498174086955427
465,neutral,0.009890860003050587,0.9837239960659624,0.00638513617066864,0.4967755391992776
466,neutral,0.0067333027419324894,0.9284436314049309,0.06482309837730077,0.46736873569121107
467,neutral,0.002911244146351675,0.9813041640370024,0.01578459615699385,0.49208465846414573
468,neutral,0.001391567609878197,0.9964474731967634,0.002161001156628321,0.4989179937822841
469,neutral,0.0008030502122709222,0.9934483115871882,0.005748568471446529,0.4971234055138817
470,neutral,0.07989060746330509,0.8963369723694994,0.023772317778441573,0.4870817966773168
471,neutral,0.309516155536231,0.6804949943328303,0.009988885698926621,0.49276674953044
472,neutral,0.013497579274207269,0.9758484536322808,0.010654043817178013,0.49460009283061956
473,neutral,0.0010007163699557902,0.9960475643413496,0.0029516686725127033,0.4985226872178831
474,neutral,0.0013782328234562366,0.96481387619595,0.03380792064268167,0.4830727104346668
475,neutral,0.003330482787381229,0.9793517455514146,0.017317752961815102,0.49131218875081023
476,neutral,0.0032902879813858517,0.9784830966774956,0.018226633628790814,0.49085659893016703
477,neutral,0.006611632289720418,0.9810141681890892,0.012374156222896877,0.49377174267161766
478,neutral,0.001582327742916293,0.9894361637704688,0.00898157336788624,0.49550209645031495
479,neutral,0.17004042125768962,0.8266771554791807,0.003282469884860228,0.49802251230990874
480,neutral,0.07853797586094184,0.9169257491733092,0.004536269109568079,0.49753854797074476
481,contradiction,0.9077223392434166,0.08872280235643754,0.0035549126008807977,0.9077223392434166
482,contradiction,0.6463708064569972,0.34914323166738803,0.004485971167689401,0.6463708064569972
483,neutral,0.3650424720191953,0.617490475144842,0.017467090450709766,0.4862454663137003
484,neutral,0.0068422693235337135,0.9814240234361096,0.011733651367979755,0.4940927550248784
485,neutral,0.0033644575737383827,0.9594808851740132,0.03715462016174216,0.4813599756566844
486,neutral,0.04225363538835512,0.9477684976763716,0.009977846240020372,0.4947909765965698
487,neutral,0.013491408419937366,0.9612579702595294,0.025250620901966003,0.4872020268610958
488,contradiction,0.8769005742428049,0.11524015339688636,0.007859220068221954,0.8769005742428049
489,neutral,0.013701377764812369,0.9815413854382096,0.004757259574871565,0.49758832702502165
490,neutral,0.001136959182132749,0.997694693096684,0.0011683007982081152,0.4994151846622866
491,neutral,0.003787927218879569,0.994152017672962,0.002060054519069503,0.4989660562361302
492,contradiction,0.8800995379667981,0.10835439652290957,0.01154606030543852,0.8800995379667981
493,neutral,0.0781699227416096,0.9128715927161448,0.008958514724152879,0.49514090793311766
494,neutral,0.0437130604029484,0.9457097328074172,0.010577274757468658,0.4944696128495969
495,neutral,0.0030747444075586747,0.992510331854759,0.00441496347350958,0.4977857099753619
496,neutral,0.022481221017023854,0.9479063326025902,0.029612430623171388,0.4848532674066266
497,neutral,0.02460461849978677,0.946142796337796,0.029252604099582764,0.485004745723393
498,neutral,0.0019049918842092375,0.9766492046590962,0.021445896112774684,0.4892565868241465
499,neutral,0.04258706541914175,0.9432884976029025,0.014124467704217368,0.4926236283526375
500,neutral,0.02705268817346001,0.9675715186096142,0.00537581879164987,0.49723735366499455
501,neutral,0.004162549781221677,0.9874124627070084,0.008425036824052877,0.4957698736852046
502,neutral,0.03794865072163176,0.9083800345977521,0.05367132251492369,0.4721057913810324
503,neutral,0.051663074443052834,0.8883174273146874,0.06001949850624935,0.46835539307177515
504,neutral,0.05934920805722457,0.923110715174979,0.017540054168913858,0.4906766385886506
505,neutral,0.024628464410839438,0.922174872080764,0.053196658788671664,0.47273005357186676
506,neutral,0.031326581044288364,0.9079214858156444,0.060751955327503986,0.4686416738876367
507,neutral,0.022437595961845698,0.972933464220603,0.004629031112366879,0.4976323605219786
508,neutral,0.0046782308580800925,0.9692707519227506,0.026051056059475792,0.48691324963918553
509,contradiction,0.7279144877115756,0.26526255002056554,0.006822978428502753,0.7279144877115756
510,neutral,0.08198264959391048,0.9007564594893954,0.01726089282363069,0.4905988199568666
511,neutral,0.04122097854122751,0.950515152347556,0.008263850960955416,0.49569042973801114
512,neutral,0.2553839310544597,0.7249212878422193,0.019694730520896226,0.4867752438604591
513,neutral,0.004084998483877884,0.99211169842928,0.003803334858699261,0.498090532459309
514,neutral,0.028593559628266388,0.9594410499278012,0.011965345060981212,0.4938412259159981
515,neutral,0.0858519639384534,0.9017276242310835,0.012420431315473648,0.49320655377424194
516,neutral,0.1438744259850004,0.8519334640331943,0.004192109542988588,0.49755169704516744
517,neutral,0.0016597033935635394,0.9578891607520174,0.04045115030376402,0.4797408008793187
518,neutral,0.10007429177252354,0.8938025739757356,0.006123055360695479,0.49659802145805626
519,neutral,0.010943904036144023,0.9655133691642676,0.02354277790390229,0.48809836126407513
520,neutral,0.002085756553110816,0.9186313467925667,0.07928293715595043,0.460275677765506
521,neutral,0.156699807668148,0.8072901826568252,0.03601004170263074,0.47864933468387083
522,neutral,0.006370259002753955,0.8871780261086952,0.1064517266697592,0.4464329010015593
523,neutral,0.0011095380181695075,0.9978003118042421,0.0010901492159795644,0.4994543199387117
524,neutral,0.08297453106812272,0.8159665675321255,0.10105889713556973,0.44489853279472963
525,neutral,0.20243674159833647,0.5196724795657017,0.277890847732112,0.3257875969086864
526,neutral,0.3351577529892517,0.5608255645889995,0.10401667067363757,0.4217734184467483
527,neutral,0.009184775907963532,0.8406011768662743,0.15021399397687776,0.42419676323231387
528,neutral,0.004010985759166151,0.8762797012581915,0.11970932452921285,0.4399042954140114
529,neutral,0.0036025806911218062,0.9375028825099524,0.058894565774868214,0.4704462481933047
530,neutral,0.001475092785594312,0.8248428453361535,0.17368199110785007,0.41303071051974277
531,neutral,0.0013356347947224975,0.9950833068656759,0.0035810758782973524,0.49820706738911735
532,neutral,0.3202978200605802,0.6692659812032101,0.010436190254217024,0.4923229682848889
533,neutral,0.1708688772810126,0.8151112276994009,0.014019890685759972,0.49154543209458507
534,neutral,0.010978452475307451,0.9806330823151128,0.008388381956461117,0.4957592518163197
535,neutral,0.0004517653024139365,0.9953908956313308,0.004157412171091946,0.4979203545548327
536,neutral,0.000489770829410342,0.9937857353899628,0.00572455165064991,0.49713632179434625
537,neutral,0.3519780046584977,0.6390279955969403,0.008994027660238253,0.49306039969518994
538,contradiction,0.705032032793833,0.26111573069532323,0.033852161057209965,0.705032032793833
539,neutral,0.07059715596993306,0.888112496468273,0.04129033297052681,0.4777866326297613
540,neutral,0.0037238806539382475,0.9743890621233758,0.02188704623206096,0.4890155720645604
541,neutral,0.011994787481217505,0.7971581894407991,0.19084699230387092,0.40341802055791676
542,neutral,0.005438263996857499,0.960803259477518,0.03375848186754825,0.4830284634607538
543,neutral,0.0035536042133822673,0.9748850483617144,0.021561342522176598,0.4891808818219259
544,neutral,0.006072650963355061,0.977752838979638,0.01617451215147148,0.49186333280140415
545,neutral,0.0020743345178006567,0.8179830103140446,0.17994267020372634,0.40984164767141595
546,neutral,0.03858551690840165,0.95741828853884,0.003996141020562563,0.4979217385875965
547,contradiction,0.8051668272605266,0.18533694674504994,0.009496253112587644,0.8051668272605266
548,contradiction,0.9655897182329088,0.03210092509852715,0.0023093518378789163,0.9655897182329088
549,contradiction,0.9406543700830712,0.0522257468858055,0.007119897933201597,0.9406543700830712
550,contradiction,0.8789107379386508,0.11546421296455253,0.005625007867187648,0.8789107379386508
551,contradiction,0.6613656052388164,0.2513332017291243,0.08730120875600368,0.6613656052388164
552,contradiction,0.8320114275041147,0.15428800300773982,0.013700632985887234,0.8320114275041147
553,neutral,0.010364993548269395,0.9818262939695218,0.007808801558271387,0.4960547066319901
554,neutral,0.008201730968634411,0.9608986804234602,0.03089957427455245,0.48442244976325305
555,neutral,0.013190863371841466,0.9847483078464896,0.0020608297079010053,0.498955811397831
556,neutral,0.033995651639969114,0.9576518619920336,0.008352420234152405,0.49567682028546295
557,neutral,0.002938220108263493,0.947798484494466,0.049263306193775315,0.4752957606770939
558,neutral,0.0323276829072814,0.9104427223152856,0.05722959287542801,0.47042924966591143
559,neutral,0.006392380502837678,0.9182354598550888,0.07537219063738157,0.4620714521471206
560,neutral,0.043102898262550766,0.9193421253965046,0.03755491750007794,0.4803767198473114
561,neutral,0.005814619815100962,0.9823847579369592,0.011800596050246763,0.4940651931740293
562,neutral,0.009115389868765944,0.908381510013938,0.0825030501066609,0.45836898997769243
563,neutral,0.005495514364462827,0.9502995792861704,0.044204880041498015,0.4777754239174641
564,neutral,0.030507679208035994,0.9425015723160624,0.02699075019888473,0.48607995670926596
565,neutral,0.04804543980812947,0.9290977469574409,0.022856823980913727,0.4879947926725204
566,neutral,0.0034988460148702807,0.9753167859165752,0.021184343108837232,0.48937063767827554
567,neutral,0.0011840377680237687,0.9977939028546732,0.001022159681852306,0.4994883143552695
568,neutral,0.0009045307013932779,0.9967227450920909,0.0023727006822140072,0.49881257556910635
569,neutral,0.13699691075298226,0.8557878556043393,0.00721517651112538,0.4958197270214457
570,neutral,0.038248656594102134,0.8185334997740563,0.1432179067366764,0.42554317791108004
571,neutral,0.07833397120298119,0.9065536106891012,0.015112478040003326,0.49180154384282376
572,neutral,0.012448446785816587,0.9845426967114828,0.0030087758960974315,0.498476648569946
573,neutral,0.029631435592591574,0.9409587810443946,0.029409759630782576,0.4848460876471122
574,neutral,0.004173174370470142,0.9805888346199334,0.015238060398494752,0.4923490415479225
575,neutral,0.010928155628595908,0.9872455888088012,0.001826352944796306,0.49907673402323083
576,neutral,0.0041094804264619434,0.993296445419655,0.00259414006609447,0.4986975777741542
577,neutral,0.0004807783072357352,0.96529538346789,0.034223886670064416,0.4828798264863164
578,neutral,0.002158086962158557,0.9961587493177162,0.001683216519186648,0.4991565715930904
579,neutral,0.028566746384917317,0.8703595421254783,0.10107371622796216,0.44797701470542606
580,neutral,0.08367604559879016,0.8061260320255551,0.1101979221503116,0.43986956160639573
581,neutral,0.06332663631057261,0.8756384038240976,0.061034883991583015,0.4674193313797193
582,neutral,0.1101727552682676,0.7322125781711658,0.15761467194824072,0.41143524098239836
583,neutral,0.10278459600541633,0.8615570563549477,0.03565838378904285,0.48012830464480183
584,neutral,0.0959024251277699,0.8900058754519485,0.014091705962577675,0.49220675607796105
585,neutral,0.019903135735826808,0.9692575364302054,0.010839291795262464,0.4944702954427025
586,neutral,0.0010982787505339905,0.99771154314142,0.0011902407721571212,0.499404225324589
587,contradiction,0.8473052946456855,0.1478468383886033,0.0048478068216848405,0.8473052946456855
588,neutral,0.0035745434812854797,0.9155752980743904,0.08085021899301573,0.45942987327795104
589,neutral,0.006189825372380533,0.9569417692787264,0.03686846034599792,0.4814509555008707
590,neutral,0.007040684248624144,0.9614310502967348,0.031528206113225085,0.4841241189355467
591,neutral,0.12213588061655005,0.8647922823911517,0.013071757994971182,0.4925547935707552
592,neutral,0.15325918428399618,0.8365002016555757,0.010240564979729708,0.49395295149162205
593,neutral,0.013811762859977726,0.9077437581022204,0.0784444818907625,0.460228443866193
594,neutral,0.08298250386706953,0.9124801527283668,0.004537394041097644,0.49752600478743164
595,neutral,0.0025678424282294487,0.9791171816593556,0.01831498388215681,0.4908189325976802
596,neutral,0.0023558835907001433,0.8442114160392068,0.15343268221085074,0.4231024959301703
597,neutral,0.3194277181286333,0.6754486840587326,0.005123662688032121,0.4962357692664682
598,contradiction,0.7496186318354409,0.24446930060844635,0.005912030626717903,0.7496186318354409
599,contradiction,0.6692477311543532,0.3268866221134783,0.003865699755325255,0.6692477311543532
600,neutral,0.2591770020090092,0.7325344525529822,0.008288539605028409,0.49440585693696953
601,contradiction,0.7741713526819755,0.21996777084068356,0.005860869979191253,0.7741713526819755
602,neutral,0.013136079259003059,0.8906101502160959,0.09625374633839236,0.45123251206450543
603,neutral,0.07189136524825081,0.9169807795977729,0.011127775011644971,0.49400513282827785
604,contradiction,0.8242841575750728,0.1679750673539217,0.00774080981160048,0.8242841575750728
605,neutral,0.0018515611842818227,0.9198115751910716,0.07833690343289526,0.46075889253426033
606,contradiction,0.6984220794301271,0.29318412330553995,0.008393775544415708,0.6984220794301271
607,neutral,0.09984778713373876,0.8683047573696766,0.031847423297242564,0.4823099782563172
608,neutral,0.005001568711006814,0.9745216144692008,0.020476779634577072,0.4897101443801721
609,neutral,0.0006672991766966679,0.9432861642941918,0.056046587854468935,0.47195799510525227
610,contradiction,0.9994100238598708,0.00043841373700887794,0.00015160380322056793,0.9994100238598708
611,contradiction,0.9735943859066941,0.024570975410323145,0.0018345793940995696,0.9735943859066941
612,contradiction,0.8801290854427334,0.11670825972392378,0.0031626762698007825,0.8801290854427334
613,neutral,0.3880968947664327,0.5951698565001289,0.016733229701137418,0.48632689548518343
614,contradiction,0.9879076063122008,0.010639047340794622,0.0014533825631797407,0.9879076063122008
615,contradiction,0.6396987715805128,0.3467994161761556,0.013501795609123577,0.6396987715805128
616,neutral,0.0011071983002955404,0.9977194935660127,0.0011732778198889641,0.49941271082667804
617,neutral,0.009313640310753504,0.9209268987743879,0.0697594376638795,0.4647923691394191
618,neutral,0.008790659578885687,0.9172989413581588,0.0739103426705188,0.4627170851497087
619,neutral,0.07023784199477354,0.8916306203901503,0.03813156340537471,0.4794939157184733
620,neutral,0.00551922292126877,0.9538719007016154,0.04060877452786338,0.4795829242642182
621,neutral,0.004681636227968179,0.9367262065789348,0.058592131552379335,0.47056613481954696
622,neutral,0.001988883322962409,0.9606568104472362,0.037354308324499784,0.4812856251689499
623,neutral,0.0022571555509160487,0.9520471112458331,0.0456957663160676,0.47710042970803734
624,neutral,0.0037158667460877545,0.9934272519336642,0.002856896589254648,0.49856622400673023
625,neutral,0.005133236564630539,0.8388201999699653,0.1560465858710545,0.4215741302795936
626,neutral,0.00485999276194146,0.9099940344405306,0.08514601031665228,0.45721908149248075
627,neutral,0.0006509016488255113,0.9973765476517864,0.0019724705845692693,0.4990131222683091
628,neutral,0.0012821824570367405,0.9975743860495776,0.0011434323104964142,0.4994275498596921
629,neutral,0.0015746023453900382,0.9955613618440072,0.0028639550648174683,0.4985657640004139
630,neutral,0.4101365874356795,0.5619578697269162,0.027905583893961056,0.47634572567374484
631,contradiction,0.7590977724390309,0.23332221078443854,0.007580020750975894,0.7590977724390309
632,neutral,0.006737937360381865,0.9751413932059924,0.0181205898818149,0.49087824250280754
633,neutral,0.003210756795994981,0.9867578412593868,0.010031486701139793,0.49496810087159304
634,neutral,0.0034211819639775537,0.9035142003924608,0.0930645991514843,0.45330795758746195
635,neutral,0.0019393945389614192,0.8501995727207416,0.1478610445926302,0.4259258195205369
636,neutral,0.011604362564834336,0.9780647448488696,0.01033088289146518,0.49477391309637636
637,neutral,0.003277013429628205,0.9692662727171812,0.027456780574006863,0.4862264746042823
638,neutral,0.003620984423851676,0.9221506461760572,0.07422842540724542,0.46275091101156296
639,neutral,0.03745586721910174,0.9588983830928349,0.003645736860838565,0.4981061975314887
640,neutral,0.022975718524590637,0.9667361075799368,0.010288177945572978,0.4947349425710338
641,contradiction,0.8651613634554447,0.12938243193066773,0.005456188914006008,0.8651613634554447
642,neutral,0.1328245611717308,0.724706615723789,0.14246881845372936,0.4178546734382211
643,neutral,0.22484199380241932,0.6952073796364271,0.07995055307853577,0.44842950726278974
644,neutral,0.006373063302656401,0.951530475924266,0.042096541233313314,0.47881672875917924
645,neutral,0.0062543971411522705,0.8883872351722069,0.10535834739067372,0.4469892751025099
646,neutral,0.0013767647803526082,0.997537255786936,0.001085990263069657,0.49945625626713314
647,neutral,0.0016291019420952766,0.9968332518289804,0.001537679390461769,0.4992299057682982
648,neutral,0.003709042487036929,0.9950385716433828,0.0012523362112451955,0.4993715007326816
649,neutral,0.002553523461056986,0.9961533076435126,0.0012931941822674202,0.4993517475975402
650,neutral,0.001350056554528373,0.997273389562551,0.001376519274010292,0.49931080989352217
651,neutral,0.0044942420402378225,0.9939964030236632,0.001509332843754615,0.4992419265960133
652,neutral,0.002638830599953684,0.9964075863282309,0.0009535279541457258,0.49952197456844316
653,neutral,0.0006001518758394497,0.9800925241953324,0.019307299110740188,0.49034055306970614
654,neutral,0.0013183587550264502,0.9976818779892471,0.0009997019252829117,0.49949948915380593
655,neutral,0.0009284441303256426,0.9977897490354196,0.0012818138405137677,0.499358497484993
656,neutral,0.001161623185065136,0.9977301738328908,0.0011081986955041002,0.4994452562466644
657,neutral,0.001423851217400904,0.997566912225882,0.0010093136769562848,0.4994946236197223
658,neutral,0.0016164812082698238,0.9972826374999588,0.0011009182235554602,0.4994486496611226
